GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5005: Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,v_CA16_3852: Total - Aboriginal identity for the population in private households - 25% sample data,v_CA16_3999: Total - Ethnic origin for the population in private households - 25% sample data,v_CA16_3438: Total - Age at immigration for the immigrant population in private households - 25% sample data,v_CA16_3390: Total - Citizenship for the population in private households - 25% sample data,"v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5762: Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,v_CA16_5807: Bicycle,v_CA16_5807: Bicycle.1,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",Cost_of_Bike_in_2014-04-14,Cost_of_Bike_in_2014-04-21,Cost_of_Bike_in_2014-04-28,Cost_of_Bike_in_2014-05-05,Cost_of_Bike_in_2014-05-12,Density_Theft_Bikes_in_2014-04-14/Area,Density_Theft_Bikes_in_2014-04-21/Area,Density_Theft_Bikes_in_2014-04-28/Area,Density_Theft_Bikes_in_2014-05-05/Area,Density_Theft_Bikes_in_2014-05-12/Area
5350237.02,CT,Toronto,0.9550299999999999,2986.0,1077.0,1061.0,240.0,3035.0,3035.0,1245.0,3035.0,1555.0,2505.0,2500.0,1385.0,0.0,0.0,62.6,1060.0,3126.0,2980.0,865.0,715.0,715.0,360.0,225.0,1060.0,2465.0,2470.0,2465.0,1640.0,1065.0,5.0,5.0,10.0,85.0,75.0,60.0,70.0,55.0,33184.0,2980.0,320.0,220.0,7.4,0.0,0.0,0.0,0.0,0.0,,,,,
5350237.03,CT,Toronto,1.0689799999999998,5638.0,2626.0,2544.0,1100.0,5580.0,5585.0,2500.0,5580.0,2850.0,4905.0,4905.0,2500.0,10.0,10.0,59.8,2545.0,5274.1,5640.0,1580.0,1220.0,1220.0,1280.0,1020.0,2545.0,4940.0,4940.0,4940.0,3010.0,2545.0,20.0,20.0,50.0,220.0,215.0,180.0,165.0,140.0,37152.0,5640.0,835.0,635.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350238.01,CT,Toronto,1.03807,3350.0,1259.0,1231.0,295.0,3425.0,3420.0,1110.0,3425.0,1795.0,2960.0,2960.0,1725.0,0.0,0.0,64.2,1230.0,3227.0,3345.0,995.0,855.0,855.0,350.0,260.0,1235.0,2910.0,2905.0,2905.0,2035.0,1230.0,5.0,10.0,5.0,65.0,75.0,75.0,60.0,55.0,45184.0,3345.0,210.0,140.0,4.2,0.0,0.0,0.0,0.0,0.0,,,,,
5350238.02,CT,Toronto,0.98177,5244.0,2070.0,1953.0,615.0,5285.0,5285.0,2570.0,5285.0,2890.0,4335.0,4335.0,2515.0,10.0,10.0,64.8,1955.0,5342.3,5240.0,1505.0,1135.0,1135.0,780.0,520.0,1955.0,4290.0,4290.0,4290.0,2925.0,1950.0,15.0,20.0,30.0,185.0,170.0,140.0,120.0,110.0,34688.0,5245.0,915.0,715.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350239.0,CT,Toronto,2.55782,6481.0,2511.0,2383.0,695.0,6430.0,6430.0,2875.0,6430.0,3310.0,5190.0,5195.0,2845.0,25.0,25.0,66.4,2380.0,2561.6,6475.0,1860.0,1245.0,1250.0,925.0,590.0,2380.0,5235.0,5235.0,5240.0,3510.0,2385.0,35.0,40.0,60.0,200.0,175.0,180.0,105.0,130.0,33024.0,6475.0,1550.0,1235.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350240.01,CT,Toronto,1.2726899999999999,3366.0,1291.0,1263.0,285.0,3285.0,3285.0,1185.0,3290.0,1580.0,2845.0,2845.0,1580.0,10.0,10.0,59.7,1265.0,2644.8,3365.0,1030.0,890.0,890.0,360.0,265.0,1260.0,2900.0,2900.0,2900.0,1910.0,1260.0,5.0,5.0,10.0,60.0,65.0,55.0,75.0,65.0,40448.0,3365.0,140.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350240.02,CT,Toronto,1.04495,6043.0,2621.0,2558.0,975.0,5745.0,5740.0,2855.0,5745.0,2960.0,5005.0,5000.0,2620.0,0.0,0.0,57.2,2560.0,5782.8,5640.0,1635.0,1265.0,1265.0,1170.0,970.0,2555.0,4970.0,4970.0,4970.0,3170.0,2555.0,30.0,15.0,35.0,265.0,215.0,160.0,180.0,110.0,37984.0,5635.0,770.0,550.0,9.8,0.0,0.0,0.0,0.0,0.0,,,,,
5350241.0,CT,Toronto,1.0982,3231.0,1030.0,1003.0,270.0,2790.0,2790.0,1070.0,2790.0,1510.0,2365.0,2365.0,1450.0,10.0,10.0,58.2,1000.0,2967.2,2805.0,825.0,700.0,700.0,340.0,220.0,1005.0,2390.0,2390.0,2390.0,1700.0,1000.0,5.0,5.0,10.0,60.0,55.0,50.0,55.0,65.0,35712.0,2805.0,195.0,155.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350242.0,CT,Toronto,0.67084,1674.0,610.0,575.0,155.0,1580.0,1580.0,725.0,1575.0,810.0,1290.0,1295.0,670.0,0.0,0.0,66.5,575.0,2759.2,1670.0,460.0,245.0,245.0,205.0,135.0,575.0,1300.0,1305.0,1305.0,820.0,575.0,10.0,15.0,30.0,50.0,35.0,20.0,30.0,20.0,21056.0,1675.0,515.0,385.0,23.0,0.0,0.0,0.0,0.0,0.0,,,,,
5350243.01,CT,Toronto,0.31518,6658.0,2236.0,2142.0,985.0,6570.0,6570.0,3980.0,6570.0,2985.0,5035.0,5040.0,2040.0,10.0,10.0,61.1,2145.0,21129.8,6655.0,1560.0,1045.0,1045.0,1225.0,665.0,2140.0,5120.0,5120.0,5120.0,2625.0,2140.0,45.0,20.0,55.0,235.0,190.0,140.0,130.0,105.0,22229.0,6655.0,2435.0,1925.0,28.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350243.02,CT,Toronto,1.2154,3617.0,1342.0,1304.0,440.0,3695.0,3700.0,2005.0,3695.0,1935.0,3175.0,3180.0,1845.0,0.0,0.0,66.4,1305.0,2975.7,3610.0,1015.0,735.0,740.0,590.0,370.0,1305.0,3095.0,3095.0,3095.0,2010.0,1305.0,20.0,15.0,25.0,145.0,120.0,105.0,75.0,55.0,31287.0,3610.0,570.0,465.0,12.9,0.0,0.0,0.0,0.0,0.0,,,,,
5350244.01,CT,Toronto,1.45046,5677.0,2009.0,1945.0,650.0,5705.0,5700.0,2790.0,5700.0,3060.0,4730.0,4730.0,2695.0,10.0,10.0,68.2,1945.0,3957.2,5675.0,1560.0,1105.0,1105.0,830.0,465.0,1945.0,4710.0,4710.0,4710.0,3095.0,1945.0,20.0,15.0,30.0,210.0,145.0,160.0,135.0,125.0,30144.0,5675.0,1065.0,805.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350244.02,CT,Toronto,1.46584,3779.0,1335.0,1274.0,460.0,3745.0,3745.0,1940.0,3745.0,1865.0,2910.0,2910.0,1480.0,10.0,10.0,66.0,1275.0,2640.3,3770.0,1010.0,585.0,580.0,550.0,325.0,1270.0,2935.0,2935.0,2930.0,1840.0,1270.0,20.0,35.0,50.0,110.0,120.0,80.0,55.0,40.0,21600.0,3775.0,1130.0,890.0,23.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350245.0,CT,Toronto,1.42111,6934.0,2672.0,2567.0,885.0,6845.0,6845.0,3410.0,6845.0,3860.0,5690.0,5685.0,3220.0,25.0,25.0,69.5,2565.0,4879.7,6930.0,1930.0,1335.0,1335.0,1175.0,755.0,2570.0,5795.0,5795.0,5795.0,3875.0,2565.0,55.0,40.0,85.0,255.0,200.0,155.0,155.0,140.0,29120.0,6935.0,1375.0,1170.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350246.0,CT,Toronto,1.0727,3595.0,1317.0,1279.0,505.0,3515.0,3515.0,1560.0,3510.0,1895.0,3035.0,3035.0,1660.0,0.0,0.0,65.2,1280.0,3351.0,3425.0,955.0,765.0,765.0,590.0,395.0,1275.0,2925.0,2925.0,2930.0,1960.0,1280.0,15.0,55.0,55.0,80.0,75.0,75.0,75.0,85.0,21056.0,3425.0,555.0,470.0,13.7,0.0,0.0,0.0,0.0,0.0,,,,,
5350247.01,CT,Toronto,17.35024,8727.0,2931.0,2748.0,930.0,8630.0,8630.0,5065.0,8630.0,4790.0,7275.0,7275.0,4400.0,10.0,10.0,72.4,2745.0,504.8,8630.0,2305.0,1830.0,1830.0,1385.0,720.0,2750.0,7275.0,7275.0,7275.0,5115.0,2750.0,65.0,45.0,60.0,220.0,215.0,220.0,180.0,180.0,26880.0,8630.0,1395.0,1185.0,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350247.02,CT,Toronto,3.22582,7167.0,2537.0,2385.0,745.0,7165.0,7165.0,3830.0,7165.0,3865.0,6055.0,6055.0,3530.0,20.0,20.0,67.1,2385.0,2221.5,7165.0,2050.0,1690.0,1695.0,960.0,545.0,2385.0,6055.0,6060.0,6055.0,4070.0,2385.0,50.0,20.0,35.0,220.0,185.0,180.0,165.0,130.0,30784.0,7165.0,885.0,780.0,10.9,0.0,0.0,0.0,250.0,0.0,0.0,0.0,0.0,1.5499934900273418,0.0
5350248.02,CT,Toronto,1.23696,5671.0,1864.0,1784.0,635.0,5595.0,5595.0,3135.0,5595.0,2570.0,4270.0,4270.0,1830.0,0.0,0.0,66.4,1785.0,4688.3,5595.0,1325.0,680.0,685.0,870.0,565.0,1785.0,4270.0,4270.0,4270.0,2415.0,1785.0,25.0,105.0,150.0,145.0,120.0,105.0,65.0,75.0,16576.0,5595.0,2070.0,1740.0,31.1,0.0,0.0,0.0,0.0,0.0,,,,,inf
5350248.03,CT,Toronto,3.7960800000000003,2619.0,789.0,754.0,295.0,2600.0,2600.0,1630.0,2600.0,1365.0,2160.0,2160.0,1315.0,0.0,0.0,71.6,755.0,701.7,2620.0,715.0,550.0,550.0,355.0,125.0,755.0,2225.0,2220.0,2225.0,1555.0,755.0,5.0,5.0,10.0,70.0,80.0,75.0,50.0,50.0,24992.0,2615.0,330.0,265.0,10.1,0.0,0.0,0.0,0.0,0.0,,,,,
5350248.04,CT,Toronto,1.51177,4771.0,1671.0,1496.0,900.0,4715.0,4715.0,2700.0,4715.0,2430.0,4050.0,4050.0,2345.0,30.0,30.0,69.5,1495.0,3220.0,4610.0,1175.0,845.0,845.0,1040.0,450.0,1500.0,3940.0,3940.0,3935.0,2745.0,1495.0,30.0,30.0,35.0,125.0,120.0,125.0,90.0,75.0,17643.0,4610.0,850.0,840.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350248.05,CT,Toronto,1.15519,4332.0,1413.0,1310.0,610.0,4085.0,4085.0,2535.0,4085.0,2180.0,3585.0,3585.0,1865.0,0.0,0.0,67.9,1310.0,3859.9,4170.0,1050.0,810.0,810.0,925.0,405.0,1310.0,3630.0,3630.0,3630.0,2325.0,1310.0,40.0,25.0,40.0,105.0,80.0,90.0,80.0,65.0,17232.0,4175.0,790.0,770.0,18.4,0.0,0.0,0.0,0.0,0.0,,,,,
5350249.01,CT,Toronto,0.82975,4650.0,1428.0,1341.0,300.0,4515.0,4515.0,2915.0,4515.0,2305.0,3835.0,3830.0,2035.0,0.0,0.0,66.1,1340.0,5603.8,4650.0,1355.0,1115.0,1115.0,535.0,205.0,1340.0,3995.0,3995.0,3995.0,2645.0,1345.0,10.0,15.0,15.0,115.0,105.0,100.0,105.0,85.0,23552.0,4650.0,485.0,385.0,8.3,0.0,0.0,0.0,0.0,0.0,,,,,
5350249.03,CT,Toronto,2.96801,5696.0,1704.0,1592.0,375.0,5695.0,5690.0,3470.0,5690.0,3065.0,4720.0,4725.0,2685.0,0.0,0.0,70.6,1590.0,1922.3,5695.0,1570.0,1165.0,1165.0,670.0,255.0,1595.0,4725.0,4725.0,4725.0,3245.0,1590.0,25.0,20.0,20.0,160.0,150.0,145.0,125.0,115.0,26752.0,5690.0,960.0,710.0,12.5,0.0,0.0,0.0,0.0,0.0,,,,,
5350249.04,CT,Toronto,0.6863199999999999,3344.0,999.0,952.0,265.0,3480.0,3480.0,2220.0,3480.0,1860.0,2870.0,2870.0,1530.0,15.0,15.0,66.7,955.0,4872.5,3340.0,885.0,720.0,715.0,435.0,155.0,950.0,2710.0,2710.0,2715.0,1710.0,955.0,10.0,10.0,15.0,90.0,75.0,65.0,65.0,55.0,24704.0,3340.0,665.0,535.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350249.05,CT,Toronto,0.64364,5476.0,1584.0,1534.0,315.0,5430.0,5430.0,3905.0,5430.0,2920.0,4225.0,4230.0,2115.0,0.0,0.0,69.6,1535.0,8507.1,5430.0,1465.0,1130.0,1130.0,530.0,195.0,1535.0,4230.0,4225.0,4225.0,2635.0,1535.0,30.0,25.0,40.0,175.0,165.0,130.0,85.0,70.0,18656.0,5430.0,1720.0,1320.0,24.3,0.0,0.0,0.0,0.0,0.0,,,,,
5350250.01,CT,Toronto,1.40913,5432.0,1618.0,1545.0,510.0,5100.0,5100.0,3005.0,5100.0,2745.0,4295.0,4295.0,2215.0,0.0,0.0,65.9,1545.0,3940.2,5210.0,1420.0,1100.0,1100.0,715.0,275.0,1545.0,4290.0,4295.0,4290.0,2735.0,1545.0,20.0,20.0,30.0,150.0,135.0,85.0,110.0,100.0,24789.0,5215.0,1045.0,875.0,16.8,0.0,0.0,0.0,0.0,0.0,,,,,
5350250.02,CT,Toronto,1.99197,4928.0,1854.0,1735.0,550.0,5020.0,5020.0,2455.0,5025.0,2620.0,4100.0,4100.0,2320.0,15.0,15.0,64.5,1735.0,2559.7,4910.0,1385.0,1015.0,1010.0,770.0,445.0,1735.0,4105.0,4105.0,4105.0,2685.0,1735.0,20.0,15.0,35.0,140.0,135.0,100.0,100.0,85.0,28075.0,4910.0,755.0,610.0,12.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350250.04,CT,Toronto,0.50556,6206.0,2057.0,1994.0,655.0,6275.0,6270.0,3960.0,6275.0,3350.0,4605.0,4605.0,2600.0,10.0,10.0,67.4,1995.0,12840.9,6200.0,1630.0,1030.0,1030.0,975.0,460.0,1995.0,4585.0,4585.0,4590.0,3120.0,1995.0,45.0,25.0,35.0,270.0,205.0,165.0,110.0,100.0,26464.0,6205.0,1895.0,1510.0,24.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350250.05,CT,Toronto,0.70576,7607.0,2288.0,2270.0,675.0,7535.0,7535.0,5360.0,7535.0,4020.0,5925.0,5930.0,2860.0,10.0,10.0,68.9,2270.0,11273.0,7605.0,1965.0,1405.0,1410.0,880.0,425.0,2270.0,5950.0,5945.0,5945.0,3480.0,2270.0,30.0,30.0,35.0,270.0,245.0,175.0,160.0,115.0,28352.0,7605.0,2320.0,1650.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350260.01,CT,Toronto,0.7288,6748.0,2431.0,2398.0,885.0,6600.0,6600.0,4465.0,6600.0,3530.0,5555.0,5555.0,2995.0,10.0,10.0,67.9,2395.0,9423.3,6740.0,1750.0,1440.0,1435.0,1110.0,745.0,2400.0,5690.0,5695.0,5695.0,3610.0,2395.0,35.0,25.0,50.0,255.0,240.0,190.0,155.0,125.0,30933.0,6740.0,1560.0,1155.0,17.1,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,13.7211855104281,0.0
5350260.04,CT,Toronto,0.1881,4147.0,1498.0,1480.0,530.0,4170.0,4175.0,2775.0,4175.0,2170.0,3185.0,3180.0,1525.0,10.0,10.0,65.0,1480.0,22046.8,4145.0,1035.0,815.0,820.0,720.0,480.0,1480.0,3210.0,3215.0,3210.0,1780.0,1480.0,65.0,40.0,65.0,125.0,95.0,75.0,80.0,50.0,17920.0,4140.0,1850.0,1485.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350260.05,CT,Toronto,0.2543,4020.0,1369.0,1332.0,370.0,4035.0,4035.0,2170.0,4035.0,1870.0,2835.0,2840.0,1065.0,10.0,10.0,65.2,1335.0,15808.1,4020.0,1030.0,665.0,665.0,485.0,335.0,1330.0,2845.0,2845.0,2845.0,1380.0,1330.0,105.0,50.0,80.0,115.0,80.0,50.0,30.0,25.0,19872.0,4015.0,2450.0,1980.0,49.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350260.06,CT,Toronto,0.95204,3348.0,1132.0,1116.0,415.0,3295.0,3295.0,2105.0,3295.0,1965.0,2650.0,2650.0,1580.0,0.0,0.0,71.5,1115.0,3603.9,3345.0,875.0,605.0,605.0,520.0,300.0,1115.0,2615.0,2620.0,2615.0,1780.0,1115.0,25.0,20.0,40.0,110.0,95.0,70.0,65.0,55.0,31872.0,3345.0,1040.0,865.0,25.9,0.0,0.0,0.0,0.0,0.0,,,,,
5350260.07,CT,Toronto,0.35736999999999997,3670.0,1534.0,1504.0,550.0,3810.0,3810.0,2510.0,3810.0,2005.0,3310.0,3310.0,1695.0,20.0,20.0,62.1,1505.0,10693.5,3665.0,1030.0,835.0,830.0,680.0,520.0,1505.0,3175.0,3175.0,3175.0,2000.0,1500.0,25.0,10.0,15.0,140.0,155.0,140.0,105.0,95.0,40422.0,3665.0,705.0,480.0,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350261.0,CT,Toronto,1.92395,5501.0,2284.0,2194.0,960.0,5180.0,5180.0,3040.0,5180.0,2640.0,4465.0,4465.0,2025.0,0.0,0.0,60.3,2195.0,2881.0,5180.0,1365.0,885.0,885.0,1150.0,915.0,2195.0,4465.0,4465.0,4465.0,2505.0,2195.0,35.0,110.0,130.0,140.0,145.0,120.0,115.0,75.0,18616.0,5180.0,1535.0,1220.0,23.6,0.0,0.0,0.0,0.0,500.0,,,,,inf
5350262.01,CT,Toronto,0.67091,5736.0,2752.0,2728.0,1270.0,5845.0,5845.0,2850.0,5845.0,3395.0,4890.0,4890.0,2910.0,0.0,0.0,68.5,2725.0,8549.7,5730.0,1570.0,1155.0,1155.0,1465.0,1190.0,2725.0,4890.0,4890.0,4890.0,3335.0,2730.0,60.0,45.0,80.0,280.0,240.0,200.0,150.0,115.0,36544.0,5730.0,1225.0,960.0,16.8,0.0,0.0,0.0,0.0,0.0,,,,,
5350262.02,CT,Toronto,2.16555,6273.0,2526.0,2490.0,965.0,6160.0,6155.0,3290.0,6160.0,3405.0,5195.0,5195.0,2810.0,20.0,20.0,67.4,2490.0,2931.9,6270.0,1700.0,1290.0,1290.0,1120.0,850.0,2490.0,5195.0,5195.0,5200.0,3330.0,2490.0,85.0,50.0,70.0,220.0,185.0,170.0,120.0,100.0,32256.0,6270.0,1695.0,1280.0,20.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350263.02,CT,Toronto,2.00598,3471.0,1680.0,1629.0,735.0,3445.0,3445.0,1675.0,3445.0,1775.0,3035.0,3030.0,1640.0,15.0,15.0,61.1,1630.0,1730.1,3330.0,925.0,760.0,760.0,825.0,725.0,1630.0,2925.0,2920.0,2920.0,1990.0,1625.0,35.0,25.0,35.0,115.0,135.0,100.0,105.0,80.0,50432.0,3325.0,450.0,370.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350263.03,CT,Toronto,1.56059,4906.0,2106.0,2060.0,920.0,4475.0,4475.0,2190.0,4475.0,2710.0,3825.0,3825.0,2465.0,15.0,15.0,67.1,2060.0,3143.3,4575.0,1270.0,990.0,995.0,990.0,825.0,2060.0,3940.0,3935.0,3935.0,2835.0,2060.0,45.0,35.0,50.0,210.0,170.0,130.0,115.0,105.0,44544.0,4575.0,730.0,595.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350263.04,CT,Toronto,0.69962,6531.0,3616.0,3536.0,1805.0,6380.0,6375.0,3485.0,6380.0,3610.0,5765.0,5770.0,3070.0,0.0,0.0,59.4,3535.0,9694.2,6395.0,1770.0,1435.0,1435.0,2040.0,1800.0,3535.0,5770.0,5770.0,5770.0,3675.0,3535.0,95.0,50.0,65.0,315.0,305.0,295.0,220.0,230.0,49719.0,6395.0,1120.0,845.0,13.2,0.0,0.0,0.0,0.0,0.0,,,,,
5350264.0,CT,Toronto,3.4653400000000003,1301.0,482.0,435.0,85.0,1305.0,1305.0,625.0,1305.0,600.0,1135.0,1140.0,595.0,0.0,0.0,65.0,435.0,375.4,1300.0,375.0,320.0,325.0,150.0,80.0,435.0,1145.0,1140.0,1145.0,715.0,435.0,10.0,5.0,5.0,15.0,10.0,10.0,5.0,10.0,61312.0,1300.0,170.0,160.0,12.3,0.0,0.0,0.0,0.0,0.0,,,,,
5350265.0,CT,Toronto,2.6864,4756.0,1855.0,1742.0,470.0,4650.0,4650.0,1355.0,4645.0,2315.0,3820.0,3820.0,2070.0,25.0,25.0,62.8,1740.0,1773.2,4680.0,1340.0,1205.0,1210.0,505.0,415.0,1745.0,3825.0,3830.0,3830.0,2595.0,1740.0,40.0,15.0,20.0,50.0,55.0,35.0,65.0,65.0,88576.0,4680.0,365.0,335.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4889815366289458
5350266.0,CT,Toronto,2.7633799999999997,3209.0,1141.0,1064.0,205.0,3235.0,3235.0,1165.0,3235.0,1625.0,2790.0,2790.0,1495.0,10.0,10.0,68.8,1065.0,1163.8,3205.0,930.0,825.0,825.0,260.0,170.0,1065.0,2775.0,2775.0,2775.0,1825.0,1065.0,30.0,5.0,10.0,35.0,30.0,30.0,25.0,30.0,62336.0,3205.0,275.0,280.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350267.0,CT,Toronto,2.71113,6368.0,2133.0,2062.0,410.0,6415.0,6415.0,3120.0,6415.0,3165.0,5270.0,5270.0,3065.0,10.0,10.0,63.5,2065.0,2350.9,6365.0,1835.0,1650.0,1650.0,525.0,295.0,2060.0,5275.0,5270.0,5270.0,3535.0,2060.0,35.0,20.0,20.0,75.0,90.0,70.0,65.0,65.0,45696.0,6365.0,640.0,560.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350268.0,CT,Toronto,3.0571,6419.0,2938.0,2837.0,1185.0,6285.0,6285.0,2735.0,6285.0,3065.0,5495.0,5490.0,2765.0,25.0,25.0,58.8,2835.0,2120.7,6335.0,1800.0,1515.0,1515.0,1310.0,1085.0,2840.0,5500.0,5495.0,5495.0,3510.0,2835.0,55.0,25.0,65.0,215.0,185.0,185.0,150.0,125.0,47104.0,6335.0,765.0,645.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350269.01,CT,Toronto,0.75312,5056.0,2354.0,2081.0,955.0,5010.0,5010.0,3035.0,5010.0,2885.0,4280.0,4280.0,2330.0,0.0,0.0,73.1,2085.0,6811.3,5055.0,1345.0,890.0,895.0,1120.0,775.0,2080.0,4290.0,4290.0,4285.0,2765.0,2080.0,105.0,45.0,85.0,215.0,170.0,145.0,110.0,80.0,28800.0,5055.0,1670.0,1385.0,27.4,0.0,0.0,0.0,0.0,0.0,,,,,
5350269.02,CT,Toronto,1.76908,2569.0,951.0,923.0,185.0,2610.0,2605.0,1010.0,2605.0,1375.0,2185.0,2190.0,1345.0,10.0,10.0,65.6,925.0,1477.8,2565.0,775.0,665.0,665.0,250.0,175.0,925.0,2180.0,2175.0,2175.0,1565.0,920.0,10.0,10.0,10.0,45.0,45.0,40.0,55.0,40.0,53376.0,2565.0,230.0,210.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350270.01,CT,Toronto,1.1240700000000001,4980.0,2117.0,1953.0,755.0,5030.0,5030.0,2440.0,5035.0,2865.0,4240.0,4240.0,2525.0,0.0,0.0,69.3,1950.0,4431.0,4975.0,1355.0,995.0,995.0,945.0,640.0,1950.0,4155.0,4155.0,4155.0,2835.0,1955.0,50.0,35.0,35.0,200.0,150.0,160.0,105.0,115.0,34752.0,4975.0,905.0,740.0,14.9,0.0,0.0,0.0,0.0,0.0,,,,,
5350270.02,CT,Toronto,0.75775,4264.0,1636.0,1611.0,460.0,4200.0,4200.0,1435.0,4200.0,2205.0,3330.0,3335.0,2000.0,0.0,0.0,65.8,1610.0,5639.5,4255.0,1200.0,875.0,870.0,615.0,450.0,1610.0,3420.0,3420.0,3420.0,2370.0,1615.0,45.0,10.0,30.0,125.0,135.0,100.0,110.0,95.0,38315.0,4255.0,725.0,560.0,13.2,0.0,0.0,0.0,0.0,0.0,,,,,
5350271.01,CT,Toronto,0.8935,2429.0,899.0,893.0,230.0,2550.0,2550.0,930.0,2550.0,1365.0,2155.0,2155.0,1305.0,15.0,15.0,64.5,895.0,2718.5,2425.0,720.0,590.0,590.0,300.0,200.0,890.0,2060.0,2055.0,2060.0,1435.0,895.0,10.0,5.0,10.0,60.0,45.0,50.0,50.0,45.0,43648.0,2430.0,200.0,165.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350271.02,CT,Toronto,0.7092,4815.0,1765.0,1749.0,540.0,4685.0,4685.0,2105.0,4685.0,2410.0,3795.0,3795.0,2010.0,10.0,10.0,65.8,1750.0,6791.3,4805.0,1345.0,1010.0,1010.0,625.0,445.0,1750.0,3890.0,3895.0,3890.0,2535.0,1750.0,50.0,20.0,50.0,135.0,135.0,105.0,110.0,80.0,29472.0,4810.0,1100.0,850.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
