GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5005: Total - Income statistics in 2015 for persons aged 15 years and over not in economic families in private households - 25% sample data,v_CA16_3852: Total - Aboriginal identity for the population in private households - 25% sample data,v_CA16_3999: Total - Ethnic origin for the population in private households - 25% sample data,v_CA16_3438: Total - Age at immigration for the immigrant population in private households - 25% sample data,v_CA16_3390: Total - Citizenship for the population in private households - 25% sample data,"v_CA16_5096: Total - Highest certificate, diploma or degree for the population aged 25 to 64 years in private households - 25% sample data","v_CA16_5051: Total - Highest certificate, diploma or degree for the population aged 15 years and over in private households - 25% sample data",v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5762: Total - Place of work status for the employed labour force aged 15 years and over in private households - 25% sample data,v_CA16_5807: Bicycle,v_CA16_5807: Bicycle.1,v_CA16_388: 15 to 64 years,v_CA16_418: Private households by household size,v_CA16_406: Population density per square kilometre,v_CA16_424: Number of persons in private households,v_CA16_478: Total - Census families in private households by family size - 100% data,v_CA16_485: Total couple families,v_CA16_491: Total - Couple census families in private households - 100% data,v_CA16_501: Total - Persons not in census families in private households - 100% data,v_CA16_509: Non-census-family households,v_CA16_504: Total - Private households by household type - 100% data,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2351: With employment income,v_CA16_2396: Total - Income statistics in 2015 for private households by household size - 100% data,"v_CA16_2406: Under $5,000","v_CA16_2407: $5,000 to $9,999","v_CA16_2408: $10,000 to $14,999","v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2465: Median total income in 2015 for persons aged 15 years and over not in economic families ($),v_CA16_2510: Total - Low-income status in 2015 for the population in private households to whom low-income concepts are applicable - 100% data,"v_CA16_2525: In low income based on the Low-income measure, after tax (LIM-AT)","v_CA16_2555: In low income based on the Low-income cut-offs, after tax (LICO-AT)","v_CA16_2570: Prevalence of low income based on the Low-income cut-offs, after tax (LICO-AT) (%)",Cost_of_Bike_in_2014-04-14,Cost_of_Bike_in_2014-04-21,Cost_of_Bike_in_2014-04-28,Cost_of_Bike_in_2014-05-05,Cost_of_Bike_in_2014-05-12,Density_Theft_Bikes_in_2014-04-14/Area,Density_Theft_Bikes_in_2014-04-21/Area,Density_Theft_Bikes_in_2014-04-28/Area,Density_Theft_Bikes_in_2014-05-05/Area,Density_Theft_Bikes_in_2014-05-12/Area
5350109.0,CT,Toronto,0.62602,5496.0,2299.0,2203.0,980.0,5415.0,5415.0,2255.0,5415.0,3545.0,4705.0,4705.0,3255.0,170.0,170.0,75.4,2200.0,8778.2,5495.0,1580.0,1255.0,1260.0,1140.0,685.0,2205.0,4760.0,4765.0,4765.0,3615.0,2205.0,40.0,30.0,50.0,135.0,145.0,145.0,130.0,155.0,31616.0,5495.0,765.0,690.0,12.6,0.0,200.0,0.0,700.0,0.0,0.0,1.8792859465117635,0.0,0.9396429732558816,0.0
5350110.0,CT,Toronto,0.5455399999999999,3577.0,1557.0,1434.0,615.0,3660.0,3660.0,1635.0,3665.0,2305.0,3165.0,3165.0,2080.0,60.0,60.0,72.6,1430.0,6556.1,3575.0,1010.0,795.0,795.0,785.0,480.0,1435.0,3100.0,3100.0,3095.0,2215.0,1435.0,45.0,30.0,35.0,105.0,105.0,80.0,90.0,75.0,26480.0,3580.0,525.0,540.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350111.0,CT,Toronto,0.4558100000000001,2507.0,968.0,902.0,225.0,2450.0,2450.0,1205.0,2450.0,1405.0,2125.0,2125.0,1210.0,25.0,25.0,69.1,905.0,5499.0,2505.0,755.0,590.0,590.0,335.0,190.0,900.0,2130.0,2135.0,2135.0,1470.0,905.0,10.0,10.0,15.0,75.0,65.0,50.0,55.0,55.0,26304.0,2500.0,260.0,250.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350112.0,CT,Toronto,0.5017199999999999,5295.0,2181.0,2035.0,870.0,5315.0,5320.0,2445.0,5315.0,3280.0,4585.0,4585.0,2840.0,140.0,140.0,72.4,2035.0,10556.2,5265.0,1500.0,1195.0,1190.0,1000.0,605.0,2035.0,4580.0,4575.0,4575.0,3195.0,2035.0,45.0,20.0,50.0,145.0,140.0,130.0,115.0,115.0,24704.0,5265.0,710.0,675.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350113.0,CT,Toronto,0.38225,2754.0,1197.0,1118.0,510.0,2680.0,2680.0,815.0,2680.0,1645.0,2325.0,2325.0,1585.0,130.0,130.0,74.4,1120.0,7203.8,2735.0,730.0,590.0,590.0,640.0,410.0,1115.0,2365.0,2365.0,2365.0,1810.0,1120.0,25.0,25.0,25.0,85.0,60.0,60.0,40.0,65.0,26965.0,2735.0,390.0,400.0,14.6,0.0,0.0,500.0,0.0,0.0,0.0,0.0,2.012376113095537,0.0,0.0
5350114.0,CT,Toronto,0.62462,5349.0,2471.0,2369.0,1455.0,5165.0,5165.0,1665.0,5160.0,2870.0,4420.0,4425.0,2725.0,190.0,190.0,63.3,2370.0,8561.1,5125.0,1305.0,1050.0,1050.0,1470.0,1105.0,2370.0,4390.0,4385.0,4385.0,3030.0,2370.0,50.0,45.0,70.0,145.0,130.0,110.0,105.0,90.0,23712.0,5120.0,900.0,825.0,16.1,400.0,0.0,0.0,0.0,0.0,0.8426175746432779,0.0,0.0,0.0,0.0
5350115.0,CT,Toronto,0.37543000000000004,4372.0,1670.0,1597.0,645.0,3935.0,3935.0,1580.0,3935.0,2395.0,3415.0,3415.0,2185.0,240.0,240.0,65.1,1600.0,11652.5,3985.0,1090.0,785.0,785.0,895.0,550.0,1595.0,3445.0,3440.0,3445.0,2445.0,1600.0,25.0,25.0,45.0,125.0,130.0,100.0,100.0,85.0,25536.0,3980.0,665.0,625.0,15.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350116.0,CT,Toronto,0.67913,4628.0,2044.0,1921.0,1065.0,4150.0,4150.0,1105.0,4155.0,2650.0,3550.0,3545.0,2560.0,180.0,180.0,67.2,1920.0,6827.0,4090.0,1090.0,895.0,895.0,1095.0,855.0,1920.0,3510.0,3510.0,3510.0,2680.0,1925.0,45.0,50.0,70.0,130.0,130.0,105.0,95.0,100.0,31456.0,4090.0,635.0,605.0,14.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350117.0,CT,Toronto,0.39107,2211.0,1165.0,1106.0,665.0,2195.0,2190.0,480.0,2195.0,1320.0,1930.0,1925.0,1280.0,70.0,70.0,69.9,1105.0,5653.3,2210.0,580.0,505.0,510.0,680.0,530.0,1105.0,1925.0,1930.0,1925.0,1485.0,1105.0,25.0,20.0,50.0,50.0,50.0,45.0,55.0,45.0,38272.0,2210.0,290.0,305.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350118.0,CT,Toronto,0.69384,4127.0,2183.0,1990.0,950.0,4130.0,4130.0,1055.0,4130.0,2110.0,3655.0,3655.0,2230.0,100.0,100.0,61.5,1990.0,5948.4,4020.0,1120.0,985.0,985.0,1080.0,880.0,1990.0,3595.0,3590.0,3590.0,2485.0,1990.0,60.0,25.0,30.0,85.0,95.0,110.0,95.0,110.0,49504.0,4020.0,460.0,440.0,10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350119.0,CT,Toronto,0.8519,4630.0,2485.0,2310.0,1305.0,4565.0,4560.0,1345.0,4565.0,2495.0,4060.0,4055.0,2540.0,45.0,45.0,65.1,2310.0,5436.8,4555.0,1180.0,1070.0,1070.0,1325.0,1140.0,2310.0,4070.0,4065.0,4065.0,2970.0,2310.0,80.0,30.0,55.0,145.0,140.0,130.0,90.0,105.0,46720.0,4555.0,600.0,515.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350120.0,CT,Toronto,0.25722,1381.0,697.0,654.0,300.0,1325.0,1320.0,275.0,1325.0,705.0,1120.0,1120.0,755.0,30.0,30.0,65.6,655.0,5367.3,1385.0,405.0,365.0,365.0,280.0,245.0,655.0,1180.0,1180.0,1180.0,900.0,655.0,15.0,10.0,10.0,30.0,25.0,25.0,10.0,15.0,51840.0,1380.0,130.0,115.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350121.0,CT,Toronto,0.29736,2659.0,1629.0,1448.0,830.0,2475.0,2475.0,600.0,2475.0,1450.0,2290.0,2290.0,1425.0,10.0,10.0,58.3,1450.0,8946.8,2515.0,670.0,590.0,590.0,870.0,780.0,1445.0,2285.0,2285.0,2285.0,1560.0,1450.0,50.0,20.0,35.0,85.0,90.0,75.0,60.0,65.0,59840.0,2520.0,285.0,285.0,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350122.0,CT,Toronto,0.53381,6220.0,3655.0,3443.0,2065.0,6235.0,6235.0,1785.0,6235.0,3530.0,5575.0,5570.0,3535.0,90.0,90.0,65.2,3445.0,11654.5,6215.0,1585.0,1400.0,1395.0,2180.0,1870.0,3445.0,5595.0,5595.0,5595.0,4110.0,3445.0,95.0,60.0,75.0,250.0,190.0,200.0,165.0,165.0,51840.0,6215.0,725.0,715.0,11.5,0.0,700.0,0.0,0.0,0.0,0.0,2.0814730168245457,0.0,0.0,0.0
5350123.0,CT,Toronto,0.07501000000000001,2268.0,1494.0,1467.0,1050.0,2260.0,2265.0,920.0,2265.0,1715.0,2115.0,2110.0,1540.0,25.0,25.0,83.7,1470.0,30240.0,2265.0,500.0,420.0,415.0,1100.0,970.0,1465.0,2110.0,2115.0,2115.0,1750.0,1465.0,55.0,30.0,65.0,140.0,140.0,115.0,105.0,80.0,44672.0,2260.0,460.0,385.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350124.0,CT,Toronto,0.55675,5416.0,3470.0,3278.0,2135.0,5245.0,5250.0,1580.0,5245.0,3010.0,4845.0,4850.0,2930.0,75.0,75.0,63.2,3275.0,9725.3,5325.0,1290.0,1140.0,1140.0,2180.0,1990.0,3280.0,4890.0,4890.0,4890.0,3390.0,3280.0,125.0,45.0,70.0,240.0,245.0,215.0,190.0,175.0,55893.0,5325.0,725.0,650.0,12.2,0.0,0.0,2000.0,0.0,0.0,0.0,0.0,2.3948510701990724,0.0,0.0
5350125.0,CT,Toronto,1.12047,4442.0,1618.0,1543.0,330.0,4520.0,4520.0,730.0,4520.0,2230.0,3580.0,3580.0,2305.0,50.0,50.0,64.1,1545.0,3965.7,4440.0,1260.0,1135.0,1135.0,380.0,280.0,1545.0,3540.0,3535.0,3535.0,2595.0,1545.0,20.0,10.0,10.0,40.0,40.0,30.0,35.0,45.0,53152.0,4445.0,225.0,235.0,5.3,0.0,0.0,0.0,2950.0,0.0,0.0,0.0,0.0,3.569930475603987,0.0
5350126.0,CT,Toronto,1.44927,4248.0,1746.0,1693.0,575.0,4350.0,4345.0,985.0,4345.0,2380.0,3355.0,3355.0,2220.0,60.0,60.0,64.7,1690.0,2931.3,4245.0,1185.0,1025.0,1025.0,660.0,515.0,1690.0,3340.0,3340.0,3340.0,2640.0,1695.0,15.0,15.0,25.0,75.0,80.0,70.0,75.0,70.0,46336.0,4250.0,290.0,260.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350127.0,CT,Toronto,0.74046,5450.0,2325.0,2236.0,840.0,5350.0,5350.0,1330.0,5350.0,3070.0,4345.0,4345.0,2975.0,65.0,65.0,67.6,2235.0,7358.9,5450.0,1505.0,1295.0,1295.0,900.0,745.0,2235.0,4360.0,4360.0,4360.0,3415.0,2235.0,35.0,20.0,45.0,125.0,130.0,120.0,95.0,80.0,43699.0,5450.0,375.0,335.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350128.02,CT,Toronto,0.51869,8705.0,5052.0,4766.0,2890.0,8355.0,8355.0,3050.0,8355.0,5675.0,7550.0,7550.0,5300.0,70.0,70.0,73.6,4765.0,16779.1,8315.0,2070.0,1780.0,1780.0,3080.0,2705.0,4765.0,7520.0,7520.0,7520.0,5710.0,4765.0,195.0,95.0,135.0,385.0,365.0,295.0,280.0,260.0,52553.0,8310.0,1360.0,1185.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350128.04,CT,Toronto,0.16199000000000002,4698.0,2994.0,2927.0,2015.0,4585.0,4585.0,1690.0,4585.0,3050.0,4195.0,4200.0,2860.0,30.0,30.0,72.0,2925.0,29000.0,4605.0,1050.0,850.0,850.0,2080.0,1880.0,2925.0,4235.0,4235.0,4235.0,3165.0,2925.0,75.0,55.0,95.0,225.0,200.0,200.0,190.0,195.0,49975.0,4605.0,855.0,740.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.154803794472905,0.0
5350128.05,CT,Toronto,0.18162999999999999,945.0,366.0,304.0,145.0,670.0,670.0,170.0,670.0,435.0,580.0,575.0,430.0,20.0,20.0,54.5,305.0,5203.7,710.0,205.0,175.0,180.0,145.0,105.0,305.0,605.0,610.0,605.0,495.0,305.0,10.0,0.0,5.0,20.0,20.0,15.0,20.0,5.0,41344.0,710.0,75.0,75.0,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350128.06,CT,Toronto,0.08584,4199.0,2601.0,2523.0,1740.0,4215.0,4215.0,1855.0,4215.0,3055.0,3860.0,3860.0,2745.0,45.0,45.0,81.7,2525.0,48882.4,4195.0,935.0,795.0,800.0,1880.0,1590.0,2520.0,3820.0,3820.0,3820.0,2950.0,2520.0,150.0,75.0,135.0,230.0,195.0,200.0,160.0,120.0,40602.0,4195.0,1020.0,920.0,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350129.0,CT,Toronto,0.9274100000000001,5770.0,2787.0,2622.0,1235.0,5725.0,5725.0,1370.0,5725.0,3385.0,4775.0,4775.0,3310.0,75.0,75.0,70.5,2625.0,6221.7,5760.0,1560.0,1340.0,1340.0,1315.0,1080.0,2625.0,4840.0,4840.0,4845.0,3745.0,2620.0,75.0,35.0,60.0,155.0,145.0,145.0,130.0,130.0,45312.0,5760.0,575.0,530.0,9.2,800.0,0.0,0.0,0.0,0.0,1.4376956613939178,1.4376956613939178,0.0,0.0,0.0
5350130.0,CT,Toronto,1.27901,3543.0,1365.0,1279.0,390.0,3375.0,3375.0,730.0,3375.0,1790.0,2860.0,2860.0,1810.0,35.0,35.0,70.1,1275.0,2769.5,3440.0,965.0,855.0,855.0,445.0,330.0,1280.0,2905.0,2910.0,2905.0,2135.0,1280.0,20.0,10.0,20.0,65.0,45.0,35.0,35.0,40.0,45653.0,3440.0,250.0,230.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350131.0,CT,Toronto,1.04439,5310.0,2505.0,2360.0,1140.0,5365.0,5360.0,1360.0,5360.0,2965.0,4640.0,4635.0,2880.0,85.0,85.0,65.5,2360.0,5083.3,5305.0,1410.0,1265.0,1260.0,1200.0,965.0,2360.0,4555.0,4560.0,4560.0,3430.0,2360.0,65.0,25.0,45.0,125.0,120.0,105.0,95.0,95.0,44629.0,5305.0,560.0,555.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350132.0,CT,Toronto,0.92464,5467.0,2155.0,2038.0,805.0,5330.0,5335.0,1805.0,5330.0,2890.0,4350.0,4350.0,2970.0,45.0,45.0,67.6,2040.0,5912.8,5455.0,1460.0,1245.0,1250.0,890.0,590.0,2035.0,4425.0,4425.0,4425.0,3415.0,2040.0,25.0,30.0,35.0,130.0,120.0,100.0,100.0,80.0,31808.0,5450.0,610.0,555.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350133.0,CT,Toronto,0.66745,7339.0,3629.0,3408.0,1785.0,7340.0,7340.0,3170.0,7335.0,4215.0,6260.0,6265.0,3990.0,50.0,50.0,67.1,3410.0,10998.1,7220.0,1835.0,1470.0,1475.0,1965.0,1605.0,3405.0,6190.0,6185.0,6190.0,4540.0,3405.0,95.0,65.0,120.0,260.0,225.0,210.0,180.0,165.0,32640.0,7215.0,1350.0,1125.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350134.0,CT,Toronto,0.41703999999999997,2959.0,1076.0,1033.0,245.0,2870.0,2865.0,525.0,2865.0,1630.0,2280.0,2280.0,1580.0,45.0,45.0,64.8,1035.0,7092.5,2895.0,830.0,745.0,745.0,290.0,215.0,1035.0,2215.0,2215.0,2215.0,1750.0,1035.0,15.0,5.0,10.0,50.0,35.0,30.0,30.0,25.0,45440.0,2895.0,150.0,125.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350135.0,CT,Toronto,0.71622,6047.0,3316.0,3054.0,1635.0,6080.0,6080.0,1810.0,6080.0,3795.0,5225.0,5225.0,3505.0,70.0,70.0,71.9,3055.0,8442.0,6045.0,1505.0,1300.0,1300.0,1805.0,1565.0,3055.0,5155.0,5155.0,5155.0,3940.0,3050.0,130.0,70.0,85.0,215.0,230.0,180.0,145.0,115.0,41677.0,6045.0,845.0,785.0,13.0,0.0,0.0,0.0,0.0,700.0,0.0,0.0,0.0,0.0,1.9945986269183051
5350136.01,CT,Toronto,0.19196,6128.0,4023.0,3779.0,2530.0,6135.0,6135.0,2385.0,6135.0,4470.0,5685.0,5680.0,4010.0,50.0,50.0,81.9,3775.0,31916.7,6120.0,1390.0,1115.0,1115.0,2760.0,2400.0,3780.0,5695.0,5695.0,5695.0,4425.0,3780.0,175.0,120.0,165.0,355.0,330.0,280.0,225.0,185.0,41165.0,6120.0,1365.0,1240.0,20.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350136.02,CT,Toronto,0.21013,4983.0,3459.0,3198.0,2295.0,4965.0,4965.0,2150.0,4965.0,3450.0,4685.0,4685.0,3105.0,35.0,35.0,78.8,3200.0,23706.0,4980.0,1095.0,890.0,895.0,2355.0,2105.0,3200.0,4675.0,4675.0,4675.0,3425.0,3200.0,160.0,110.0,155.0,255.0,210.0,195.0,210.0,145.0,39104.0,4980.0,1350.0,1220.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350137.0,CT,Toronto,0.9142100000000001,7077.0,3644.0,3509.0,1935.0,7060.0,7060.0,2205.0,7055.0,4195.0,6080.0,6080.0,3855.0,90.0,90.0,69.4,3510.0,7740.3,7060.0,1805.0,1555.0,1560.0,2015.0,1725.0,3510.0,6080.0,6080.0,6080.0,4510.0,3510.0,105.0,60.0,100.0,245.0,215.0,180.0,145.0,140.0,39915.0,7060.0,1065.0,945.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350138.0,CT,Toronto,0.96546,3103.0,1250.0,1181.0,390.0,3050.0,3050.0,605.0,3050.0,1510.0,2575.0,2575.0,1430.0,15.0,15.0,65.8,1180.0,3214.2,3105.0,845.0,750.0,750.0,405.0,340.0,1180.0,2590.0,2590.0,2590.0,1815.0,1180.0,15.0,30.0,40.0,35.0,35.0,40.0,30.0,30.0,42752.0,3105.0,285.0,265.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350139.01,CT,Toronto,0.7736,4167.0,1904.0,1824.0,740.0,4220.0,4220.0,1190.0,4225.0,2375.0,3460.0,3465.0,2275.0,30.0,30.0,67.6,1825.0,5385.8,4165.0,1115.0,970.0,970.0,795.0,720.0,1825.0,3450.0,3450.0,3450.0,2585.0,1820.0,45.0,30.0,45.0,105.0,85.0,85.0,90.0,70.0,51182.0,4170.0,405.0,365.0,8.8,0.0,0.0,0.0,0.0,1300.0,0.0,0.0,0.0,0.0,4.308859014133058
5350139.02,CT,Toronto,0.50952,2542.0,961.0,920.0,280.0,2670.0,2670.0,495.0,2670.0,1365.0,2120.0,2120.0,1325.0,20.0,20.0,65.6,920.0,4989.2,2545.0,685.0,600.0,600.0,295.0,235.0,920.0,2030.0,2030.0,2030.0,1475.0,920.0,15.0,15.0,5.0,30.0,40.0,30.0,25.0,30.0,49152.0,2540.0,155.0,165.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350140.0,CT,Toronto,0.57204,2408.0,826.0,791.0,160.0,2305.0,2305.0,360.0,2305.0,1170.0,1835.0,1830.0,1140.0,25.0,25.0,68.8,790.0,4209.8,2405.0,685.0,620.0,625.0,170.0,110.0,790.0,1985.0,1985.0,1985.0,1515.0,790.0,10.0,0.0,5.0,20.0,20.0,20.0,15.0,20.0,38016.0,2410.0,105.0,110.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350141.01,CT,Toronto,0.5504100000000001,4320.0,1685.0,1620.0,445.0,4305.0,4305.0,1065.0,4305.0,2345.0,3370.0,3375.0,2295.0,30.0,30.0,64.5,1620.0,7854.5,4320.0,1230.0,1075.0,1070.0,530.0,410.0,1620.0,3350.0,3350.0,3350.0,2565.0,1620.0,20.0,15.0,25.0,75.0,70.0,65.0,60.0,60.0,49280.0,4320.0,270.0,245.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350141.02,CT,Toronto,0.6875899999999999,4477.0,1624.0,1561.0,325.0,4575.0,4570.0,950.0,4575.0,2285.0,3495.0,3495.0,2260.0,35.0,35.0,64.3,1560.0,6512.0,4475.0,1265.0,1115.0,1110.0,370.0,300.0,1560.0,3425.0,3420.0,3425.0,2565.0,1560.0,25.0,10.0,25.0,55.0,35.0,60.0,65.0,60.0,45312.0,4475.0,235.0,205.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350142.0,CT,Toronto,1.0439200000000002,5810.0,2313.0,2237.0,770.0,5685.0,5680.0,1325.0,5680.0,3050.0,4410.0,4405.0,2890.0,20.0,20.0,64.1,2235.0,5565.7,5765.0,1560.0,1375.0,1375.0,805.0,685.0,2235.0,4505.0,4505.0,4505.0,3410.0,2235.0,35.0,30.0,40.0,65.0,85.0,80.0,90.0,90.0,44128.0,5760.0,475.0,440.0,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350150.0,CT,Toronto,1.10899,4201.0,1640.0,1586.0,565.0,4235.0,4235.0,925.0,4235.0,2415.0,3415.0,3415.0,2300.0,65.0,65.0,66.2,1585.0,3939.4,4195.0,1190.0,1055.0,1060.0,555.0,415.0,1585.0,3360.0,3355.0,3355.0,2560.0,1585.0,30.0,10.0,30.0,60.0,45.0,60.0,60.0,60.0,39552.0,4195.0,285.0,290.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350151.0,CT,Toronto,0.65559,3784.0,1577.0,1535.0,470.0,3750.0,3745.0,1475.0,3750.0,1940.0,2870.0,2870.0,1585.0,60.0,60.0,65.7,1535.0,5979.8,3785.0,1050.0,670.0,670.0,645.0,505.0,1535.0,2920.0,2920.0,2925.0,1890.0,1535.0,30.0,55.0,90.0,110.0,80.0,70.0,55.0,50.0,20928.0,3785.0,1190.0,915.0,24.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350152.0,CT,Toronto,0.8546299999999999,4545.0,1846.0,1764.0,540.0,4435.0,4435.0,1165.0,4430.0,2590.0,3550.0,3550.0,2455.0,135.0,135.0,67.5,1765.0,5317.7,4545.0,1335.0,1120.0,1120.0,620.0,455.0,1765.0,3650.0,3645.0,3650.0,2815.0,1765.0,20.0,10.0,25.0,80.0,95.0,115.0,100.0,80.0,40000.0,4545.0,335.0,265.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350153.0,CT,Toronto,0.92761,4462.0,1783.0,1685.0,605.0,4375.0,4380.0,2040.0,4380.0,2630.0,3760.0,3760.0,2230.0,55.0,55.0,72.3,1685.0,4811.3,4465.0,1265.0,965.0,965.0,790.0,500.0,1685.0,3830.0,3830.0,3830.0,2680.0,1685.0,15.0,40.0,50.0,115.0,120.0,110.0,125.0,95.0,25632.0,4460.0,690.0,600.0,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350154.0,CT,Toronto,2.15888,6157.0,2899.0,2818.0,1380.0,6235.0,6235.0,2815.0,6235.0,3460.0,5465.0,5465.0,2985.0,10.0,10.0,65.3,2820.0,2936.0,6150.0,1685.0,1250.0,1250.0,1550.0,1205.0,2815.0,5400.0,5400.0,5400.0,3550.0,2815.0,45.0,35.0,50.0,270.0,240.0,205.0,155.0,165.0,39056.0,6150.0,965.0,780.0,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350155.0,CT,Toronto,0.81296,3128.0,1316.0,1206.0,505.0,3030.0,3030.0,1400.0,3030.0,1725.0,2415.0,2410.0,1215.0,0.0,0.0,70.2,1210.0,3848.4,3125.0,805.0,545.0,540.0,595.0,455.0,1205.0,2525.0,2525.0,2525.0,1565.0,1205.0,30.0,100.0,115.0,65.0,70.0,70.0,45.0,50.0,16427.0,3125.0,915.0,825.0,26.4,0.0,0.0,0.0,0.0,0.0,,,,,
5350156.01,CT,Toronto,0.60545,5688.0,2365.0,2273.0,970.0,5765.0,5760.0,3320.0,5760.0,2905.0,4715.0,4715.0,2345.0,20.0,20.0,65.4,2275.0,9395.4,5685.0,1495.0,945.0,945.0,1155.0,860.0,2275.0,4615.0,4610.0,4610.0,2725.0,2270.0,35.0,90.0,130.0,180.0,145.0,105.0,90.0,95.0,18534.0,5685.0,2010.0,1540.0,27.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5350156.02,CT,Toronto,0.59201,2811.0,1124.0,1073.0,420.0,2830.0,2830.0,1455.0,2830.0,1620.0,2380.0,2380.0,1405.0,0.0,0.0,68.7,1070.0,4747.5,2815.0,765.0,580.0,575.0,525.0,350.0,1075.0,2370.0,2375.0,2370.0,1615.0,1070.0,15.0,15.0,25.0,75.0,70.0,70.0,60.0,55.0,25813.0,2815.0,480.0,360.0,12.8,0.0,0.0,0.0,0.0,0.0,,,,,
5350157.0,CT,Toronto,0.48528000000000004,2635.0,1107.0,1016.0,330.0,2655.0,2655.0,1410.0,2660.0,1585.0,2195.0,2190.0,1340.0,15.0,15.0,71.7,1015.0,5689.9,2630.0,735.0,500.0,505.0,460.0,310.0,1015.0,2145.0,2145.0,2145.0,1525.0,1020.0,20.0,15.0,45.0,110.0,75.0,65.0,60.0,60.0,26496.0,2635.0,635.0,555.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
