,City,GeoUID,Hour,PopulationCT,BicycleT,Area(sqKm),SumThBikes,BikesThDensity,BikesDensity,PopulationDensity,%Theft/sqKm,%PopulationBike
19,Ottawa,5050005.0,18.0,5876,130,2.2574400000000003,1,0.44297965837408737,57.58735558863136,2602.9484726061373,0.007692307692307692,0.022123893805309738
20,Ottawa,5050005.0,19.0,5876,130,2.2574400000000003,1,0.44297965837408737,57.58735558863136,2602.9484726061373,0.007692307692307692,0.022123893805309738
21,Ottawa,5050006.0,0.0,4097,135,2.57261,1,0.3887102981019276,52.475890243760226,1592.5460913235975,0.007407407407407407,0.03295093971198438
22,Ottawa,5050006.0,9.0,4097,135,2.57261,1,0.3887102981019276,52.475890243760226,1592.5460913235975,0.007407407407407407,0.03295093971198438
23,Ottawa,5050006.0,17.0,4097,135,2.57261,1,0.3887102981019276,52.475890243760226,1592.5460913235975,0.007407407407407407,0.03295093971198438
24,Ottawa,5050007.02,8.0,4681,20,0.42172,2,4.742483164184767,47.424831641847675,11099.781845774449,0.09999999999999999,0.004272591326639607
25,Ottawa,5050007.03,15.0,3731,40,1.21455,1,0.8233502120126795,32.93400848050718,3071.9196410193076,0.025,0.010720986330742427
26,Ottawa,5050009.0,17.0,3271,90,1.02913,1,0.9716945381050012,87.4525084294501,3178.412834141459,0.011111111111111112,0.027514521553041883
27,Ottawa,5050009.0,22.0,3271,90,1.02913,1,0.9716945381050012,87.4525084294501,3178.412834141459,0.011111111111111112,0.027514521553041883
28,Ottawa,5050010.0,20.0,3866,45,0.62556,1,1.5985676833557132,71.9355457510071,6180.062663853188,0.02222222222222222,0.011639937920331092
29,Ottawa,5050011.01,8.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
30,Ottawa,5050011.01,9.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
31,Ottawa,5050011.01,12.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
32,Ottawa,5050011.01,14.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
33,Ottawa,5050011.01,15.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
34,Ottawa,5050011.01,18.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
35,Ottawa,5050011.01,20.0,6948,45,7.83925,1,0.12756322352265842,5.740345058519629,886.3092770354307,0.022222222222222223,0.006476683937823834
36,Ottawa,5050011.03,9.0,4009,45,1.38046,1,0.7243962157541689,32.5978297089376,2904.104428958463,0.02222222222222222,0.011224744325268148
37,Ottawa,5050011.03,14.0,4009,45,1.38046,1,0.7243962157541689,32.5978297089376,2904.104428958463,0.02222222222222222,0.011224744325268148
38,Ottawa,5050011.03,17.0,4009,45,1.38046,1,0.7243962157541689,32.5978297089376,2904.104428958463,0.02222222222222222,0.011224744325268148
39,Ottawa,5050011.04,6.0,4607,110,2.03098,1,0.4923731400604634,54.16104540665098,2268.363056258555,0.00909090909090909,0.02387670935532885
40,Ottawa,5050011.04,7.0,4607,110,2.03098,2,0.9847462801209268,54.16104540665098,2268.363056258555,0.01818181818181818,0.02387670935532885
41,Ottawa,5050011.04,18.0,4607,110,2.03098,1,0.4923731400604634,54.16104540665098,2268.363056258555,0.00909090909090909,0.02387670935532885
42,Ottawa,5050012.0,8.0,4367,50,1.52279,2,1.3133787324581851,32.83446831145463,2867.7624623224474,0.04,0.01144950767117014
43,Ottawa,5050012.0,12.0,4367,50,1.52279,1,0.6566893662290926,32.83446831145463,2867.7624623224474,0.02,0.01144950767117014
44,Ottawa,5050012.0,17.0,4367,50,1.52279,1,0.6566893662290926,32.83446831145463,2867.7624623224474,0.02,0.01144950767117014
45,Ottawa,5050012.0,19.0,4367,50,1.52279,1,0.6566893662290926,32.83446831145463,2867.7624623224474,0.02,0.01144950767117014
46,Ottawa,5050012.0,20.0,4367,50,1.52279,1,0.6566893662290926,32.83446831145463,2867.7624623224474,0.02,0.01144950767117014
47,Ottawa,5050013.0,18.0,4922,195,1.60936,1,0.6213650146642143,121.16617785952181,3058.358602177263,0.005128205128205127,0.03961804144656644
48,Ottawa,5050014.0,1.0,1872,30,0.42748,1,2.3392907270515577,70.17872181154674,4379.152241040516,0.03333333333333333,0.016025641025641028
49,Ottawa,5050014.0,8.0,1872,30,0.42748,1,2.3392907270515577,70.17872181154674,4379.152241040516,0.03333333333333333,0.016025641025641028
50,Ottawa,5050014.0,12.0,1872,30,0.42748,1,2.3392907270515577,70.17872181154674,4379.152241040516,0.03333333333333333,0.016025641025641028
51,Ottawa,5050014.0,14.0,1872,30,0.42748,1,2.3392907270515577,70.17872181154674,4379.152241040516,0.03333333333333333,0.016025641025641028
52,Ottawa,5050015.0,8.0,5190,285,1.20146,2,1.6646413530204918,237.21139280542008,4319.744311088176,0.007017543859649123,0.05491329479768786
53,Ottawa,5050015.0,10.0,5190,285,1.20146,1,0.8323206765102459,237.21139280542008,4319.744311088176,0.0035087719298245615,0.05491329479768786
54,Ottawa,5050015.0,12.0,5190,285,1.20146,3,2.4969620295307378,237.21139280542008,4319.744311088176,0.010526315789473684,0.05491329479768786
55,Ottawa,5050015.0,14.0,5190,285,1.20146,2,1.6646413530204918,237.21139280542008,4319.744311088176,0.007017543859649123,0.05491329479768786
56,Ottawa,5050015.0,16.0,5190,285,1.20146,1,0.8323206765102459,237.21139280542008,4319.744311088176,0.0035087719298245615,0.05491329479768786
57,Ottawa,5050015.0,17.0,5190,285,1.20146,2,1.6646413530204918,237.21139280542008,4319.744311088176,0.007017543859649123,0.05491329479768786
58,Ottawa,5050015.0,22.0,5190,285,1.20146,1,0.8323206765102459,237.21139280542008,4319.744311088176,0.0035087719298245615,0.05491329479768786
59,Ottawa,5050015.0,23.0,5190,285,1.20146,3,2.4969620295307378,237.21139280542008,4319.744311088176,0.010526315789473684,0.05491329479768786
60,Ottawa,5050016.0,21.0,4596,275,1.2683799999999998,1,0.788407259654047,216.81199640486292,3623.51976537,0.0036363636363636364,0.05983463881636205
61,Ottawa,5050017.0,8.0,4042,325,1.04462,1,0.9572859030077923,311.11791847753244,3869.349619957496,0.0030769230769230774,0.08040573973280554
62,Ottawa,5050017.0,19.0,4042,325,1.04462,1,0.9572859030077923,311.11791847753244,3869.349619957496,0.0030769230769230774,0.08040573973280554
63,Ottawa,5050017.0,21.0,4042,325,1.04462,1,0.9572859030077923,311.11791847753244,3869.349619957496,0.0030769230769230774,0.08040573973280554
64,Ottawa,5050018.0,0.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
65,Ottawa,5050018.0,5.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
66,Ottawa,5050018.0,8.0,4263,230,0.7856,3,3.818737270875764,292.76985743380857,5426.425661914461,0.013043478260869566,0.0539526155289702
67,Ottawa,5050018.0,9.0,4263,230,0.7856,2,2.5458248472505094,292.76985743380857,5426.425661914461,0.008695652173913044,0.0539526155289702
68,Ottawa,5050018.0,10.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
69,Ottawa,5050018.0,11.0,4263,230,0.7856,3,3.818737270875764,292.76985743380857,5426.425661914461,0.013043478260869566,0.0539526155289702
70,Ottawa,5050018.0,13.0,4263,230,0.7856,2,2.5458248472505094,292.76985743380857,5426.425661914461,0.008695652173913044,0.0539526155289702
71,Ottawa,5050018.0,14.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
72,Ottawa,5050018.0,15.0,4263,230,0.7856,3,3.818737270875764,292.76985743380857,5426.425661914461,0.013043478260869566,0.0539526155289702
73,Ottawa,5050018.0,16.0,4263,230,0.7856,2,2.5458248472505094,292.76985743380857,5426.425661914461,0.008695652173913044,0.0539526155289702
74,Ottawa,5050018.0,17.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
75,Ottawa,5050018.0,18.0,4263,230,0.7856,2,2.5458248472505094,292.76985743380857,5426.425661914461,0.008695652173913044,0.0539526155289702
76,Ottawa,5050018.0,19.0,4263,230,0.7856,4,5.091649694501019,292.76985743380857,5426.425661914461,0.017391304347826087,0.0539526155289702
77,Ottawa,5050018.0,20.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
78,Ottawa,5050018.0,21.0,4263,230,0.7856,2,2.5458248472505094,292.76985743380857,5426.425661914461,0.008695652173913044,0.0539526155289702
79,Ottawa,5050018.0,22.0,4263,230,0.7856,2,2.5458248472505094,292.76985743380857,5426.425661914461,0.008695652173913044,0.0539526155289702
80,Ottawa,5050018.0,23.0,4263,230,0.7856,1,1.2729124236252547,292.76985743380857,5426.425661914461,0.004347826086956522,0.0539526155289702
81,Ottawa,5050019.0,8.0,3966,265,1.26022,3,2.38053673168177,210.2807446318897,3147.0695592833,0.011320754716981131,0.06681795259707514
82,Ottawa,5050019.0,9.0,3966,265,1.26022,1,0.7935122438939234,210.2807446318897,3147.0695592833,0.0037735849056603774,0.06681795259707514
83,Ottawa,5050019.0,10.0,3966,265,1.26022,1,0.7935122438939234,210.2807446318897,3147.0695592833,0.0037735849056603774,0.06681795259707514
84,Ottawa,5050019.0,12.0,3966,265,1.26022,2,1.5870244877878468,210.2807446318897,3147.0695592833,0.007547169811320755,0.06681795259707514
85,Ottawa,5050019.0,13.0,3966,265,1.26022,1,0.7935122438939234,210.2807446318897,3147.0695592833,0.0037735849056603774,0.06681795259707514
86,Ottawa,5050019.0,15.0,3966,265,1.26022,1,0.7935122438939234,210.2807446318897,3147.0695592833,0.0037735849056603774,0.06681795259707514
87,Ottawa,5050019.0,17.0,3966,265,1.26022,1,0.7935122438939234,210.2807446318897,3147.0695592833,0.0037735849056603774,0.06681795259707514
88,Ottawa,5050019.0,18.0,3966,265,1.26022,1,0.7935122438939234,210.2807446318897,3147.0695592833,0.0037735849056603774,0.06681795259707514
89,Ottawa,5050019.0,19.0,3966,265,1.26022,2,1.5870244877878468,210.2807446318897,3147.0695592833,0.007547169811320755,0.06681795259707514
90,Ottawa,5050019.0,21.0,3966,265,1.26022,3,2.38053673168177,210.2807446318897,3147.0695592833,0.011320754716981131,0.06681795259707514
91,Ottawa,5050019.0,23.0,3966,265,1.26022,3,2.38053673168177,210.2807446318897,3147.0695592833,0.011320754716981131,0.06681795259707514
92,Ottawa,5050020.01,0.0,5008,140,5.95529,3,0.5037538054402053,23.508510920542914,840.9330192148493,0.02142857142857143,0.02795527156549521
93,Ottawa,5050020.01,1.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
94,Ottawa,5050020.01,2.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
95,Ottawa,5050020.01,5.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
96,Ottawa,5050020.01,6.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
97,Ottawa,5050020.01,7.0,5008,140,5.95529,1,0.1679179351467351,23.508510920542914,840.9330192148493,0.007142857142857143,0.02795527156549521
98,Ottawa,5050020.01,8.0,5008,140,5.95529,3,0.5037538054402053,23.508510920542914,840.9330192148493,0.02142857142857143,0.02795527156549521
99,Ottawa,5050020.01,9.0,5008,140,5.95529,3,0.5037538054402053,23.508510920542914,840.9330192148493,0.02142857142857143,0.02795527156549521
100,Ottawa,5050020.01,10.0,5008,140,5.95529,3,0.5037538054402053,23.508510920542914,840.9330192148493,0.02142857142857143,0.02795527156549521
101,Ottawa,5050020.01,11.0,5008,140,5.95529,6,1.0075076108804106,23.508510920542914,840.9330192148493,0.04285714285714286,0.02795527156549521
102,Ottawa,5050020.01,12.0,5008,140,5.95529,4,0.6716717405869403,23.508510920542914,840.9330192148493,0.02857142857142857,0.02795527156549521
103,Ottawa,5050020.01,13.0,5008,140,5.95529,5,0.8395896757336755,23.508510920542914,840.9330192148493,0.03571428571428571,0.02795527156549521
104,Ottawa,5050020.01,14.0,5008,140,5.95529,3,0.5037538054402053,23.508510920542914,840.9330192148493,0.02142857142857143,0.02795527156549521
105,Ottawa,5050020.01,15.0,5008,140,5.95529,3,0.5037538054402053,23.508510920542914,840.9330192148493,0.02142857142857143,0.02795527156549521
106,Ottawa,5050020.01,16.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
107,Ottawa,5050020.01,17.0,5008,140,5.95529,6,1.0075076108804106,23.508510920542914,840.9330192148493,0.04285714285714286,0.02795527156549521
108,Ottawa,5050020.01,18.0,5008,140,5.95529,4,0.6716717405869403,23.508510920542914,840.9330192148493,0.02857142857142857,0.02795527156549521
109,Ottawa,5050020.01,19.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
110,Ottawa,5050020.01,20.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
111,Ottawa,5050020.01,21.0,5008,140,5.95529,2,0.3358358702934702,23.508510920542914,840.9330192148493,0.014285714285714285,0.02795527156549521
112,Ottawa,5050020.01,22.0,5008,140,5.95529,1,0.1679179351467351,23.508510920542914,840.9330192148493,0.007142857142857143,0.02795527156549521
113,Ottawa,5050020.02,4.0,2888,50,1.82335,1,0.5484410562974744,27.42205281487372,1583.8977705871062,0.02,0.017313019390581715
114,Ottawa,5050021.0,14.0,6076,170,2.13981,1,0.46733121164963237,79.4463059804375,2839.5044419831665,0.0058823529411764705,0.027978933508887423
115,Ottawa,5050021.0,15.0,6076,170,2.13981,1,0.46733121164963237,79.4463059804375,2839.5044419831665,0.0058823529411764705,0.027978933508887423
116,Ottawa,5050021.0,21.0,6076,170,2.13981,1,0.46733121164963237,79.4463059804375,2839.5044419831665,0.0058823529411764705,0.027978933508887423
117,Ottawa,5050021.0,22.0,6076,170,2.13981,1,0.46733121164963237,79.4463059804375,2839.5044419831665,0.0058823529411764705,0.027978933508887423
118,Ottawa,5050022.0,8.0,5562,70,1.7619200000000002,1,0.5675626589175444,39.729386124228114,3156.783508899382,0.014285714285714284,0.0125854009349155
119,Ottawa,5050022.0,15.0,5562,70,1.7619200000000002,1,0.5675626589175444,39.729386124228114,3156.783508899382,0.014285714285714284,0.0125854009349155
120,Ottawa,5050022.0,21.0,5562,70,1.7619200000000002,1,0.5675626589175444,39.729386124228114,3156.783508899382,0.014285714285714284,0.0125854009349155
121,Ottawa,5050022.0,22.0,5562,70,1.7619200000000002,1,0.5675626589175444,39.729386124228114,3156.783508899382,0.014285714285714284,0.0125854009349155
122,Ottawa,5050023.01,10.0,5772,120,1.28555,1,0.7778771731943527,93.34526078332232,4489.907043677804,0.008333333333333333,0.020790020790020788
123,Ottawa,5050023.01,17.0,5772,120,1.28555,1,0.7778771731943527,93.34526078332232,4489.907043677804,0.008333333333333333,0.020790020790020788
124,Ottawa,5050023.01,22.0,5772,120,1.28555,1,0.7778771731943527,93.34526078332232,4489.907043677804,0.008333333333333333,0.020790020790020788
125,Ottawa,5050023.02,0.0,3888,70,0.91115,1,1.09751413049443,76.82598913461011,4267.134939362344,0.014285714285714284,0.01800411522633745
126,Ottawa,5050023.02,5.0,3888,70,0.91115,1,1.09751413049443,76.82598913461011,4267.134939362344,0.014285714285714284,0.01800411522633745
127,Ottawa,5050023.02,8.0,3888,70,0.91115,1,1.09751413049443,76.82598913461011,4267.134939362344,0.014285714285714284,0.01800411522633745
128,Ottawa,5050025.0,8.0,5514,80,2.48162,2,0.8059251617894763,32.23700647157905,2221.9356710535862,0.025,0.014508523757707652
129,Ottawa,5050025.0,9.0,5514,80,2.48162,2,0.8059251617894763,32.23700647157905,2221.9356710535862,0.025,0.014508523757707652
130,Ottawa,5050025.0,10.0,5514,80,2.48162,1,0.40296258089473813,32.23700647157905,2221.9356710535862,0.0125,0.014508523757707652
131,Ottawa,5050025.0,17.0,5514,80,2.48162,1,0.40296258089473813,32.23700647157905,2221.9356710535862,0.0125,0.014508523757707652
132,Ottawa,5050025.0,19.0,5514,80,2.48162,2,0.8059251617894763,32.23700647157905,2221.9356710535862,0.025,0.014508523757707652
133,Ottawa,5050025.0,21.0,5514,80,2.48162,1,0.40296258089473813,32.23700647157905,2221.9356710535862,0.0125,0.014508523757707652
134,Ottawa,5050025.0,22.0,5514,80,2.48162,1,0.40296258089473813,32.23700647157905,2221.9356710535862,0.0125,0.014508523757707652
135,Ottawa,5050025.0,23.0,5514,80,2.48162,2,0.8059251617894763,32.23700647157905,2221.9356710535862,0.025,0.014508523757707652
136,Ottawa,5050026.0,7.0,5367,70,2.2200900000000003,1,0.4504321896860036,31.530253278020254,2417.4695620447815,0.014285714285714285,0.013042668157257313
137,Ottawa,5050026.0,9.0,5367,70,2.2200900000000003,1,0.4504321896860036,31.530253278020254,2417.4695620447815,0.014285714285714285,0.013042668157257313
138,Ottawa,5050026.0,10.0,5367,70,2.2200900000000003,1,0.4504321896860036,31.530253278020254,2417.4695620447815,0.014285714285714285,0.013042668157257313
139,Ottawa,5050026.0,12.0,5367,70,2.2200900000000003,1,0.4504321896860036,31.530253278020254,2417.4695620447815,0.014285714285714285,0.013042668157257313
140,Ottawa,5050026.0,15.0,5367,70,2.2200900000000003,1,0.4504321896860036,31.530253278020254,2417.4695620447815,0.014285714285714285,0.013042668157257313
141,Ottawa,5050026.0,17.0,5367,70,2.2200900000000003,1,0.4504321896860036,31.530253278020254,2417.4695620447815,0.014285714285714285,0.013042668157257313
142,Ottawa,5050027.0,23.0,3856,25,0.7479600000000001,1,1.3369698914380448,33.42424728595112,5155.3559013851,0.04,0.006483402489626556
143,Ottawa,5050028.0,13.0,6649,85,1.96953,1,0.5077353480271943,43.15750458231152,3375.932329032815,0.011764705882352941,0.012783877274778163
144,Ottawa,5050028.0,17.0,6649,85,1.96953,1,0.5077353480271943,43.15750458231152,3375.932329032815,0.011764705882352941,0.012783877274778163
145,Ottawa,5050029.0,10.0,4932,25,1.85059,2,1.080736413792358,13.509205172404476,2665.095996411955,0.08,0.005068937550689375
146,Ottawa,5050029.0,20.0,4932,25,1.85059,1,0.540368206896179,13.509205172404476,2665.095996411955,0.04,0.005068937550689375
147,Ottawa,5050030.0,6.0,6360,60,3.18613,1,0.3138603886219332,18.83162331731599,1996.152071635495,0.01666666666666667,0.009433962264150943
148,Ottawa,5050030.0,7.0,6360,60,3.18613,1,0.3138603886219332,18.83162331731599,1996.152071635495,0.01666666666666667,0.009433962264150943
149,Ottawa,5050030.0,8.0,6360,60,3.18613,1,0.3138603886219332,18.83162331731599,1996.152071635495,0.01666666666666667,0.009433962264150943
150,Ottawa,5050031.0,12.0,5349,20,2.1286400000000003,1,0.4697835237522549,9.395670475045097,2512.8720685508115,0.05,0.0037390166386240416
151,Ottawa,5050031.0,16.0,5349,20,2.1286400000000003,1,0.4697835237522549,9.395670475045097,2512.8720685508115,0.05,0.0037390166386240416
152,Ottawa,5050032.01,8.0,3558,55,0.77878,2,2.5681193661881405,70.62328257017386,4568.684352448701,0.03636363636363637,0.015458122540753233
153,Ottawa,5050032.01,9.0,3558,55,0.77878,1,1.2840596830940703,70.62328257017386,4568.684352448701,0.018181818181818184,0.015458122540753233
154,Ottawa,5050032.01,10.0,3558,55,0.77878,1,1.2840596830940703,70.62328257017386,4568.684352448701,0.018181818181818184,0.015458122540753233
155,Ottawa,5050032.01,11.0,3558,55,0.77878,2,2.5681193661881405,70.62328257017386,4568.684352448701,0.03636363636363637,0.015458122540753233
156,Ottawa,5050032.01,19.0,3558,55,0.77878,1,1.2840596830940703,70.62328257017386,4568.684352448701,0.018181818181818184,0.015458122540753233
157,Ottawa,5050032.01,21.0,3558,55,0.77878,1,1.2840596830940703,70.62328257017386,4568.684352448701,0.018181818181818184,0.015458122540753233
158,Ottawa,5050032.01,22.0,3558,55,0.77878,1,1.2840596830940703,70.62328257017386,4568.684352448701,0.018181818181818184,0.015458122540753233
159,Ottawa,5050032.02,7.0,6015,140,2.98962,1,0.33449067105518426,46.828693947725796,2011.9613863969334,0.007142857142857143,0.023275145469659184
160,Ottawa,5050032.02,8.0,6015,140,2.98962,5,1.6724533552759213,46.828693947725796,2011.9613863969334,0.03571428571428571,0.023275145469659184
161,Ottawa,5050032.02,9.0,6015,140,2.98962,8,2.675925368441474,46.828693947725796,2011.9613863969334,0.05714285714285714,0.023275145469659184
162,Ottawa,5050032.02,11.0,6015,140,2.98962,1,0.33449067105518426,46.828693947725796,2011.9613863969334,0.007142857142857143,0.023275145469659184
163,Ottawa,5050032.02,12.0,6015,140,2.98962,5,1.6724533552759213,46.828693947725796,2011.9613863969334,0.03571428571428571,0.023275145469659184
164,Ottawa,5050032.02,14.0,6015,140,2.98962,1,0.33449067105518426,46.828693947725796,2011.9613863969334,0.007142857142857143,0.023275145469659184
165,Ottawa,5050032.02,19.0,6015,140,2.98962,1,0.33449067105518426,46.828693947725796,2011.9613863969334,0.007142857142857143,0.023275145469659184
166,Ottawa,5050033.01,9.0,5106,195,1.05759,1,0.9455460055408995,184.38147108047542,4827.957904291833,0.005128205128205127,0.0381903642773208
167,Ottawa,5050033.01,11.0,5106,195,1.05759,1,0.9455460055408995,184.38147108047542,4827.957904291833,0.005128205128205127,0.0381903642773208
168,Ottawa,5050033.01,14.0,5106,195,1.05759,2,1.891092011081799,184.38147108047542,4827.957904291833,0.010256410256410255,0.0381903642773208
169,Ottawa,5050033.01,17.0,5106,195,1.05759,1,0.9455460055408995,184.38147108047542,4827.957904291833,0.005128205128205127,0.0381903642773208
170,Ottawa,5050033.01,19.0,5106,195,1.05759,1,0.9455460055408995,184.38147108047542,4827.957904291833,0.005128205128205127,0.0381903642773208
171,Ottawa,5050033.01,21.0,5106,195,1.05759,1,0.9455460055408995,184.38147108047542,4827.957904291833,0.005128205128205127,0.0381903642773208
172,Ottawa,5050033.01,22.0,5106,195,1.05759,1,0.9455460055408995,184.38147108047542,4827.957904291833,0.005128205128205127,0.0381903642773208
173,Ottawa,5050033.02,0.0,3198,100,1.01789,3,2.947273281002859,98.2424427000953,3141.7933175490475,0.03,0.031269543464665414
174,Ottawa,5050033.02,8.0,3198,100,1.01789,1,0.982424427000953,98.2424427000953,3141.7933175490475,0.01,0.031269543464665414
175,Ottawa,5050033.02,9.0,3198,100,1.01789,1,0.982424427000953,98.2424427000953,3141.7933175490475,0.01,0.031269543464665414
176,Ottawa,5050033.02,10.0,3198,100,1.01789,1,0.982424427000953,98.2424427000953,3141.7933175490475,0.01,0.031269543464665414
177,Ottawa,5050033.02,12.0,3198,100,1.01789,4,3.929697708003812,98.2424427000953,3141.7933175490475,0.04,0.031269543464665414
178,Ottawa,5050033.02,14.0,3198,100,1.01789,1,0.982424427000953,98.2424427000953,3141.7933175490475,0.01,0.031269543464665414
179,Ottawa,5050033.02,17.0,3198,100,1.01789,2,1.964848854001906,98.2424427000953,3141.7933175490475,0.02,0.031269543464665414
180,Ottawa,5050033.02,18.0,3198,100,1.01789,3,2.947273281002859,98.2424427000953,3141.7933175490475,0.03,0.031269543464665414
181,Ottawa,5050033.02,19.0,3198,100,1.01789,1,0.982424427000953,98.2424427000953,3141.7933175490475,0.01,0.031269543464665414
182,Ottawa,5050033.02,20.0,3198,100,1.01789,2,1.964848854001906,98.2424427000953,3141.7933175490475,0.02,0.031269543464665414
183,Ottawa,5050033.02,21.0,3198,100,1.01789,3,2.947273281002859,98.2424427000953,3141.7933175490475,0.03,0.031269543464665414
184,Ottawa,5050033.02,23.0,3198,100,1.01789,1,0.982424427000953,98.2424427000953,3141.7933175490475,0.01,0.031269543464665414
185,Ottawa,5050034.0,8.0,3631,190,1.28109,1,0.7805852828450772,148.31120374056468,2834.305162010475,0.005263157894736842,0.052327182594326636
186,Ottawa,5050034.0,10.0,3631,190,1.28109,3,2.3417558485352314,148.31120374056468,2834.305162010475,0.015789473684210523,0.052327182594326636
187,Ottawa,5050034.0,18.0,3631,190,1.28109,1,0.7805852828450772,148.31120374056468,2834.305162010475,0.005263157894736842,0.052327182594326636
188,Ottawa,5050035.0,6.0,3956,230,0.78588,1,1.2724588995775437,292.66554690283505,5033.8474067287625,0.004347826086956522,0.058139534883720936
189,Ottawa,5050035.0,9.0,3956,230,0.78588,1,1.2724588995775437,292.66554690283505,5033.8474067287625,0.004347826086956522,0.058139534883720936
