,City,GeoUID,Occurrence_Month,Occurrence_Time,Occurrence_Day,PopulationCT,BicycleT,Area(sqKm),CountTheft
41,Toronto,5350007.01,6.0,17:00,17.0,3237,185,0.19931,1
42,Toronto,5350007.01,6.0,21:00,17.0,3237,185,0.19931,1
43,Toronto,5350007.01,6.0,22:25,17.0,3237,185,0.19931,1
44,Toronto,5350007.01,11.0,20:25,13.0,3237,185,0.19931,1
45,Toronto,5350007.02,5.0,09:45,8.0,4753,235,0.43656999999999996,1
46,Toronto,5350007.02,5.0,19:30,24.0,4753,235,0.43656999999999996,1
47,Toronto,5350007.02,6.0,16:00,15.0,4753,235,0.43656999999999996,1
48,Toronto,5350007.02,7.0,12:00,9.0,4753,235,0.43656999999999996,1
49,Toronto,5350007.02,7.0,18:00,30.0,4753,235,0.43656999999999996,1
50,Toronto,5350007.02,8.0,06:50,5.0,4753,235,0.43656999999999996,1
51,Toronto,5350007.02,8.0,17:00,24.0,4753,235,0.43656999999999996,1
52,Toronto,5350007.02,12.0,17:30,18.0,4753,235,0.43656999999999996,1
53,Toronto,5350008.01,3.0,00:00,1.0,7503,325,0.29723,1
54,Toronto,5350008.01,4.0,13:30,15.0,7503,325,0.29723,1
55,Toronto,5350008.01,4.0,18:00,19.0,7503,325,0.29723,1
56,Toronto,5350008.01,5.0,13:00,25.0,7503,325,0.29723,1
57,Toronto,5350008.01,5.0,15:00,24.0,7503,325,0.29723,1
58,Toronto,5350008.01,5.0,17:55,9.0,7503,325,0.29723,1
59,Toronto,5350008.01,5.0,19:00,10.0,7503,325,0.29723,1
60,Toronto,5350008.01,5.0,21:00,12.0,7503,325,0.29723,1
61,Toronto,5350008.01,6.0,12:00,28.0,7503,325,0.29723,1
62,Toronto,5350008.01,6.0,19:30,28.0,7503,325,0.29723,1
63,Toronto,5350008.01,7.0,00:00,2.0,7503,325,0.29723,1
64,Toronto,5350008.01,7.0,06:55,12.0,7503,325,0.29723,1
65,Toronto,5350008.01,7.0,12:40,25.0,7503,325,0.29723,1
66,Toronto,5350008.01,7.0,14:30,20.0,7503,325,0.29723,1
67,Toronto,5350008.01,7.0,18:00,27.0,7503,325,0.29723,1
68,Toronto,5350008.01,8.0,18:00,8.0,7503,325,0.29723,1
69,Toronto,5350008.01,8.0,20:15,22.0,7503,325,0.29723,1
70,Toronto,5350008.01,9.0,09:00,28.0,7503,325,0.29723,2
71,Toronto,5350008.02,5.0,12:15,27.0,9942,400,1.8393700000000002,1
72,Toronto,5350008.02,5.0,23:30,26.0,9942,400,1.8393700000000002,1
73,Toronto,5350008.02,6.0,23:30,22.0,9942,400,1.8393700000000002,1
74,Toronto,5350008.02,7.0,02:00,24.0,9942,400,1.8393700000000002,1
75,Toronto,5350008.02,7.0,15:10,15.0,9942,400,1.8393700000000002,1
76,Toronto,5350008.02,7.0,19:00,10.0,9942,400,1.8393700000000002,1
77,Toronto,5350008.02,7.0,20:00,15.0,9942,400,1.8393700000000002,1
78,Toronto,5350008.02,7.0,21:00,14.0,9942,400,1.8393700000000002,1
79,Toronto,5350008.02,8.0,00:00,15.0,9942,400,1.8393700000000002,1
80,Toronto,5350008.02,8.0,00:00,24.0,9942,400,1.8393700000000002,1
81,Toronto,5350008.02,8.0,05:00,31.0,9942,400,1.8393700000000002,1
82,Toronto,5350008.02,8.0,07:00,26.0,9942,400,1.8393700000000002,1
83,Toronto,5350008.02,8.0,10:00,27.0,9942,400,1.8393700000000002,1
84,Toronto,5350008.02,8.0,16:00,17.0,9942,400,1.8393700000000002,1
85,Toronto,5350008.02,8.0,19:00,5.0,9942,400,1.8393700000000002,1
86,Toronto,5350009.0,4.0,10:15,21.0,567,10,0.10317,1
87,Toronto,5350009.0,7.0,16:00,30.0,567,10,0.10317,1
88,Toronto,5350009.0,9.0,19:53,1.0,567,10,0.10317,1
89,Toronto,5350009.0,10.0,17:00,17.0,567,10,0.10317,1
90,Toronto,5350009.0,11.0,14:30,23.0,567,10,0.10317,1
91,Toronto,5350010.01,4.0,12:30,13.0,5428,225,0.26263000000000003,1
92,Toronto,5350010.01,4.0,14:50,25.0,5428,225,0.26263000000000003,1
93,Toronto,5350010.01,5.0,18:00,21.0,5428,225,0.26263000000000003,1
94,Toronto,5350010.01,5.0,23:00,12.0,5428,225,0.26263000000000003,1
95,Toronto,5350010.01,6.0,00:05,10.0,5428,225,0.26263000000000003,1
96,Toronto,5350010.01,7.0,00:00,30.0,5428,225,0.26263000000000003,1
97,Toronto,5350010.01,7.0,15:30,21.0,5428,225,0.26263000000000003,1
98,Toronto,5350010.01,8.0,20:30,9.0,5428,225,0.26263000000000003,1
99,Toronto,5350010.01,8.0,22:30,5.0,5428,225,0.26263000000000003,1
100,Toronto,5350010.02,2.0,18:30,15.0,7740,370,0.54735,1
101,Toronto,5350010.02,4.0,17:00,22.0,7740,370,0.54735,1
102,Toronto,5350010.02,5.0,12:00,9.0,7740,370,0.54735,1
103,Toronto,5350010.02,5.0,20:00,27.0,7740,370,0.54735,1
104,Toronto,5350010.02,6.0,14:00,28.0,7740,370,0.54735,1
105,Toronto,5350010.02,6.0,17:00,1.0,7740,370,0.54735,1
106,Toronto,5350010.02,6.0,18:00,15.0,7740,370,0.54735,1
107,Toronto,5350010.02,6.0,19:55,18.0,7740,370,0.54735,1
108,Toronto,5350010.02,6.0,20:00,29.0,7740,370,0.54735,1
109,Toronto,5350010.02,6.0,20:30,20.0,7740,370,0.54735,1
110,Toronto,5350010.02,6.0,23:16,13.0,7740,370,0.54735,1
111,Toronto,5350010.02,6.0,23:30,13.0,7740,370,0.54735,1
112,Toronto,5350010.02,7.0,00:25,23.0,7740,370,0.54735,1
113,Toronto,5350010.02,7.0,01:00,20.0,7740,370,0.54735,1
114,Toronto,5350010.02,7.0,10:30,3.0,7740,370,0.54735,1
115,Toronto,5350010.02,7.0,12:45,18.0,7740,370,0.54735,1
116,Toronto,5350010.02,7.0,15:30,19.0,7740,370,0.54735,1
117,Toronto,5350010.02,7.0,17:30,11.0,7740,370,0.54735,1
118,Toronto,5350010.02,7.0,18:00,3.0,7740,370,0.54735,1
119,Toronto,5350010.02,8.0,10:45,28.0,7740,370,0.54735,1
120,Toronto,5350010.02,8.0,14:15,2.0,7740,370,0.54735,1
121,Toronto,5350010.02,8.0,18:00,20.0,7740,370,0.54735,1
122,Toronto,5350010.02,8.0,18:30,26.0,7740,370,0.54735,1
123,Toronto,5350010.02,8.0,19:20,3.0,7740,370,0.54735,1
124,Toronto,5350010.02,8.0,21:00,28.0,7740,370,0.54735,1
125,Toronto,5350010.02,8.0,21:00,30.0,7740,370,0.54735,1
126,Toronto,5350010.02,9.0,00:01,24.0,7740,370,0.54735,1
127,Toronto,5350010.02,9.0,10:40,19.0,7740,370,0.54735,1
128,Toronto,5350010.02,9.0,11:43,4.0,7740,370,0.54735,5
129,Toronto,5350010.02,9.0,19:00,14.0,7740,370,0.54735,1
130,Toronto,5350010.02,9.0,19:00,23.0,7740,370,0.54735,1
131,Toronto,5350010.02,9.0,19:43,5.0,7740,370,0.54735,1
132,Toronto,5350010.02,10.0,09:15,10.0,7740,370,0.54735,1
133,Toronto,5350010.02,10.0,15:00,4.0,7740,370,0.54735,1
134,Toronto,5350010.02,10.0,17:00,27.0,7740,370,0.54735,1
135,Toronto,5350010.02,10.0,19:15,21.0,7740,370,0.54735,1
136,Toronto,5350010.02,12.0,14:00,16.0,7740,370,0.54735,1
137,Toronto,5350010.02,12.0,21:25,23.0,7740,370,0.54735,1
138,Toronto,5350011.0,1.0,00:00,11.0,17549,450,0.9803700000000001,1
139,Toronto,5350011.0,1.0,12:20,1.0,17549,450,0.9803700000000001,1
140,Toronto,5350011.0,4.0,12:30,10.0,17549,450,0.9803700000000001,1
141,Toronto,5350011.0,4.0,13:30,20.0,17549,450,0.9803700000000001,1
142,Toronto,5350011.0,4.0,18:00,6.0,17549,450,0.9803700000000001,1
143,Toronto,5350011.0,5.0,09:30,28.0,17549,450,0.9803700000000001,1
144,Toronto,5350011.0,5.0,18:00,28.0,17549,450,0.9803700000000001,1
145,Toronto,5350011.0,5.0,19:00,8.0,17549,450,0.9803700000000001,1
146,Toronto,5350011.0,5.0,23:30,31.0,17549,450,0.9803700000000001,1
147,Toronto,5350011.0,6.0,04:00,15.0,17549,450,0.9803700000000001,1
148,Toronto,5350011.0,6.0,07:30,16.0,17549,450,0.9803700000000001,1
149,Toronto,5350011.0,6.0,09:00,30.0,17549,450,0.9803700000000001,1
150,Toronto,5350011.0,6.0,09:10,6.0,17549,450,0.9803700000000001,1
151,Toronto,5350011.0,6.0,11:40,13.0,17549,450,0.9803700000000001,1
152,Toronto,5350011.0,6.0,12:00,2.0,17549,450,0.9803700000000001,1
153,Toronto,5350011.0,6.0,12:00,24.0,17549,450,0.9803700000000001,1
154,Toronto,5350011.0,6.0,14:00,2.0,17549,450,0.9803700000000001,1
155,Toronto,5350011.0,6.0,15:30,17.0,17549,450,0.9803700000000001,1
156,Toronto,5350011.0,6.0,16:00,7.0,17549,450,0.9803700000000001,1
157,Toronto,5350011.0,6.0,16:00,29.0,17549,450,0.9803700000000001,1
158,Toronto,5350011.0,6.0,17:00,3.0,17549,450,0.9803700000000001,1
159,Toronto,5350011.0,6.0,17:00,24.0,17549,450,0.9803700000000001,1
160,Toronto,5350011.0,6.0,18:00,14.0,17549,450,0.9803700000000001,1
161,Toronto,5350011.0,6.0,18:00,20.0,17549,450,0.9803700000000001,1
162,Toronto,5350011.0,6.0,18:30,12.0,17549,450,0.9803700000000001,1
163,Toronto,5350011.0,6.0,19:15,28.0,17549,450,0.9803700000000001,1
164,Toronto,5350011.0,6.0,20:00,12.0,17549,450,0.9803700000000001,1
165,Toronto,5350011.0,6.0,20:30,7.0,17549,450,0.9803700000000001,1
166,Toronto,5350011.0,6.0,20:30,12.0,17549,450,0.9803700000000001,1
167,Toronto,5350011.0,6.0,21:00,12.0,17549,450,0.9803700000000001,1
168,Toronto,5350011.0,6.0,21:00,24.0,17549,450,0.9803700000000001,1
169,Toronto,5350011.0,7.0,00:00,25.0,17549,450,0.9803700000000001,1
170,Toronto,5350011.0,7.0,01:30,19.0,17549,450,0.9803700000000001,1
171,Toronto,5350011.0,7.0,06:00,21.0,17549,450,0.9803700000000001,1
172,Toronto,5350011.0,7.0,09:00,3.0,17549,450,0.9803700000000001,1
173,Toronto,5350011.0,7.0,09:30,2.0,17549,450,0.9803700000000001,1
174,Toronto,5350011.0,7.0,12:30,20.0,17549,450,0.9803700000000001,1
175,Toronto,5350011.0,7.0,16:30,2.0,17549,450,0.9803700000000001,1
176,Toronto,5350011.0,7.0,16:45,7.0,17549,450,0.9803700000000001,1
177,Toronto,5350011.0,7.0,18:00,7.0,17549,450,0.9803700000000001,1
178,Toronto,5350011.0,7.0,18:30,9.0,17549,450,0.9803700000000001,1
179,Toronto,5350011.0,7.0,19:20,10.0,17549,450,0.9803700000000001,1
180,Toronto,5350011.0,7.0,19:30,14.0,17549,450,0.9803700000000001,1
181,Toronto,5350011.0,7.0,20:15,10.0,17549,450,0.9803700000000001,1
182,Toronto,5350011.0,7.0,21:00,17.0,17549,450,0.9803700000000001,1
183,Toronto,5350011.0,7.0,21:30,3.0,17549,450,0.9803700000000001,1
184,Toronto,5350011.0,8.0,09:30,19.0,17549,450,0.9803700000000001,1
185,Toronto,5350011.0,8.0,10:00,11.0,17549,450,0.9803700000000001,1
186,Toronto,5350011.0,8.0,10:30,26.0,17549,450,0.9803700000000001,1
187,Toronto,5350011.0,8.0,11:00,10.0,17549,450,0.9803700000000001,1
188,Toronto,5350011.0,8.0,11:15,8.0,17549,450,0.9803700000000001,1
189,Toronto,5350011.0,8.0,12:00,24.0,17549,450,0.9803700000000001,1
190,Toronto,5350011.0,8.0,12:30,31.0,17549,450,0.9803700000000001,1
191,Toronto,5350011.0,8.0,13:00,17.0,17549,450,0.9803700000000001,1
192,Toronto,5350011.0,8.0,14:00,29.0,17549,450,0.9803700000000001,1
193,Toronto,5350011.0,8.0,14:30,10.0,17549,450,0.9803700000000001,1
194,Toronto,5350011.0,8.0,16:00,5.0,17549,450,0.9803700000000001,1
195,Toronto,5350011.0,8.0,17:00,11.0,17549,450,0.9803700000000001,1
196,Toronto,5350011.0,8.0,17:15,18.0,17549,450,0.9803700000000001,1
197,Toronto,5350011.0,8.0,18:00,31.0,17549,450,0.9803700000000001,1
198,Toronto,5350011.0,8.0,18:30,15.0,17549,450,0.9803700000000001,1
199,Toronto,5350011.0,8.0,18:35,26.0,17549,450,0.9803700000000001,1
200,Toronto,5350011.0,8.0,20:30,13.0,17549,450,0.9803700000000001,1
201,Toronto,5350011.0,8.0,21:00,12.0,17549,450,0.9803700000000001,1
202,Toronto,5350011.0,8.0,21:00,22.0,17549,450,0.9803700000000001,1
203,Toronto,5350011.0,8.0,21:00,29.0,17549,450,0.9803700000000001,1
204,Toronto,5350011.0,8.0,21:05,13.0,17549,450,0.9803700000000001,1
205,Toronto,5350011.0,8.0,23:55,7.0,17549,450,0.9803700000000001,1
206,Toronto,5350011.0,9.0,00:00,18.0,17549,450,0.9803700000000001,1
207,Toronto,5350011.0,9.0,04:30,4.0,17549,450,0.9803700000000001,1
208,Toronto,5350011.0,9.0,06:30,11.0,17549,450,0.9803700000000001,1
209,Toronto,5350011.0,9.0,07:00,5.0,17549,450,0.9803700000000001,1
210,Toronto,5350011.0,9.0,09:15,13.0,17549,450,0.9803700000000001,1
211,Toronto,5350011.0,9.0,12:00,9.0,17549,450,0.9803700000000001,1
212,Toronto,5350011.0,9.0,13:35,13.0,17549,450,0.9803700000000001,1
213,Toronto,5350011.0,9.0,14:00,1.0,17549,450,0.9803700000000001,1
214,Toronto,5350011.0,9.0,16:30,14.0,17549,450,0.9803700000000001,1
215,Toronto,5350011.0,9.0,17:00,3.0,17549,450,0.9803700000000001,2
216,Toronto,5350011.0,9.0,18:00,5.0,17549,450,0.9803700000000001,2
217,Toronto,5350011.0,9.0,18:10,5.0,17549,450,0.9803700000000001,1
218,Toronto,5350011.0,9.0,18:30,30.0,17549,450,0.9803700000000001,1
219,Toronto,5350011.0,9.0,19:25,5.0,17549,450,0.9803700000000001,1
220,Toronto,5350011.0,9.0,20:00,25.0,17549,450,0.9803700000000001,1
221,Toronto,5350011.0,9.0,20:30,11.0,17549,450,0.9803700000000001,1
222,Toronto,5350011.0,10.0,07:00,21.0,17549,450,0.9803700000000001,1
223,Toronto,5350011.0,10.0,09:00,14.0,17549,450,0.9803700000000001,1
224,Toronto,5350011.0,10.0,09:00,22.0,17549,450,0.9803700000000001,1
225,Toronto,5350011.0,10.0,09:30,21.0,17549,450,0.9803700000000001,1
226,Toronto,5350011.0,10.0,11:00,1.0,17549,450,0.9803700000000001,1
227,Toronto,5350011.0,10.0,14:00,16.0,17549,450,0.9803700000000001,1
228,Toronto,5350011.0,10.0,14:30,16.0,17549,450,0.9803700000000001,1
229,Toronto,5350011.0,10.0,17:00,25.0,17549,450,0.9803700000000001,1
230,Toronto,5350011.0,10.0,17:30,11.0,17549,450,0.9803700000000001,1
231,Toronto,5350011.0,10.0,18:00,29.0,17549,450,0.9803700000000001,1
232,Toronto,5350011.0,10.0,19:00,27.0,17549,450,0.9803700000000001,1
233,Toronto,5350011.0,10.0,21:00,2.0,17549,450,0.9803700000000001,1
234,Toronto,5350011.0,10.0,22:10,11.0,17549,450,0.9803700000000001,1
235,Toronto,5350011.0,11.0,11:15,22.0,17549,450,0.9803700000000001,1
236,Toronto,5350011.0,11.0,18:00,13.0,17549,450,0.9803700000000001,1
237,Toronto,5350011.0,11.0,21:30,10.0,17549,450,0.9803700000000001,1
238,Toronto,5350011.0,12.0,07:25,6.0,17549,450,0.9803700000000001,1
239,Toronto,5350011.0,12.0,11:15,4.0,17549,450,0.9803700000000001,1
240,Toronto,5350011.0,12.0,12:00,24.0,17549,450,0.9803700000000001,1
241,Toronto,5350011.0,12.0,13:55,1.0,17549,450,0.9803700000000001,2
242,Toronto,5350011.0,12.0,18:25,1.0,17549,450,0.9803700000000001,1
243,Toronto,5350011.0,12.0,19:00,16.0,17549,450,0.9803700000000001,1
244,Toronto,5350011.0,12.0,22:50,1.0,17549,450,0.9803700000000001,1
245,Toronto,5350012.01,1.0,10:45,12.0,11658,380,0.41877,1
246,Toronto,5350012.01,4.0,00:00,25.0,11658,380,0.41877,1
247,Toronto,5350012.01,4.0,21:00,9.0,11658,380,0.41877,1
248,Toronto,5350012.01,5.0,17:00,1.0,11658,380,0.41877,1
249,Toronto,5350012.01,5.0,22:00,4.0,11658,380,0.41877,1
250,Toronto,5350012.01,5.0,22:30,6.0,11658,380,0.41877,1
251,Toronto,5350012.01,5.0,23:00,4.0,11658,380,0.41877,1
252,Toronto,5350012.01,6.0,06:00,12.0,11658,380,0.41877,1
253,Toronto,5350012.01,6.0,14:20,24.0,11658,380,0.41877,1
254,Toronto,5350012.01,6.0,17:00,30.0,11658,380,0.41877,1
255,Toronto,5350012.01,6.0,19:00,20.0,11658,380,0.41877,1
256,Toronto,5350012.01,6.0,22:00,21.0,11658,380,0.41877,1
257,Toronto,5350012.01,7.0,00:00,9.0,11658,380,0.41877,1
258,Toronto,5350012.01,7.0,16:00,14.0,11658,380,0.41877,1
259,Toronto,5350012.01,7.0,19:35,23.0,11658,380,0.41877,1
260,Toronto,5350012.01,7.0,20:30,22.0,11658,380,0.41877,1
261,Toronto,5350012.01,7.0,20:45,16.0,11658,380,0.41877,1
262,Toronto,5350012.01,7.0,21:00,27.0,11658,380,0.41877,1
263,Toronto,5350012.01,7.0,23:00,10.0,11658,380,0.41877,1
264,Toronto,5350012.01,8.0,11:05,25.0,11658,380,0.41877,1
265,Toronto,5350012.01,8.0,15:00,27.0,11658,380,0.41877,1
266,Toronto,5350012.01,9.0,07:24,21.0,11658,380,0.41877,1
267,Toronto,5350012.01,9.0,08:00,15.0,11658,380,0.41877,1
268,Toronto,5350012.01,9.0,21:00,10.0,11658,380,0.41877,1
269,Toronto,5350012.01,10.0,12:00,15.0,11658,380,0.41877,1
270,Toronto,5350012.01,10.0,14:00,25.0,11658,380,0.41877,1
271,Toronto,5350012.01,11.0,16:00,2.0,11658,380,0.41877,1
272,Toronto,5350012.03,4.0,08:00,9.0,8865,140,0.46643,1
273,Toronto,5350012.03,4.0,18:00,18.0,8865,140,0.46643,1
274,Toronto,5350012.03,5.0,12:43,14.0,8865,140,0.46643,1
275,Toronto,5350012.03,5.0,17:00,30.0,8865,140,0.46643,1
276,Toronto,5350012.03,6.0,11:45,21.0,8865,140,0.46643,1
277,Toronto,5350012.03,6.0,19:55,16.0,8865,140,0.46643,1
278,Toronto,5350012.03,6.0,20:00,19.0,8865,140,0.46643,1
279,Toronto,5350012.03,6.0,20:00,30.0,8865,140,0.46643,1
280,Toronto,5350012.03,7.0,08:30,21.0,8865,140,0.46643,1
281,Toronto,5350012.03,7.0,10:30,10.0,8865,140,0.46643,1
282,Toronto,5350012.03,7.0,21:50,2.0,8865,140,0.46643,1
283,Toronto,5350012.03,8.0,19:00,5.0,8865,140,0.46643,1
284,Toronto,5350012.03,9.0,15:00,27.0,8865,140,0.46643,1
285,Toronto,5350012.03,10.0,07:31,31.0,8865,140,0.46643,1
286,Toronto,5350012.03,10.0,19:00,5.0,8865,140,0.46643,1
287,Toronto,5350012.03,11.0,17:00,5.0,8865,140,0.46643,1
288,Toronto,5350012.03,11.0,21:00,4.0,8865,140,0.46643,1
289,Toronto,5350012.04,1.0,06:45,10.0,4899,90,0.233,1
290,Toronto,5350012.04,4.0,10:00,8.0,4899,90,0.233,1
291,Toronto,5350012.04,6.0,08:30,26.0,4899,90,0.233,1
292,Toronto,5350012.04,6.0,12:30,4.0,4899,90,0.233,1
293,Toronto,5350012.04,6.0,14:00,6.0,4899,90,0.233,1
294,Toronto,5350012.04,6.0,14:00,29.0,4899,90,0.233,1
295,Toronto,5350012.04,6.0,16:00,19.0,4899,90,0.233,1
296,Toronto,5350012.04,6.0,18:00,18.0,4899,90,0.233,1
297,Toronto,5350012.04,6.0,18:00,29.0,4899,90,0.233,1
298,Toronto,5350012.04,6.0,20:15,15.0,4899,90,0.233,1
299,Toronto,5350012.04,7.0,08:00,24.0,4899,90,0.233,1
300,Toronto,5350012.04,7.0,12:30,24.0,4899,90,0.233,1
301,Toronto,5350012.04,7.0,16:00,5.0,4899,90,0.233,1
302,Toronto,5350012.04,7.0,16:00,13.0,4899,90,0.233,1
303,Toronto,5350012.04,7.0,19:00,30.0,4899,90,0.233,1
304,Toronto,5350012.04,7.0,19:50,12.0,4899,90,0.233,1
305,Toronto,5350012.04,8.0,06:00,2.0,4899,90,0.233,1
306,Toronto,5350012.04,8.0,07:35,18.0,4899,90,0.233,1
307,Toronto,5350012.04,8.0,10:10,16.0,4899,90,0.233,1
308,Toronto,5350012.04,8.0,14:00,8.0,4899,90,0.233,2
309,Toronto,5350012.04,8.0,15:00,9.0,4899,90,0.233,1
310,Toronto,5350012.04,8.0,16:00,10.0,4899,90,0.233,1
311,Toronto,5350012.04,8.0,17:30,10.0,4899,90,0.233,1
312,Toronto,5350012.04,8.0,18:00,24.0,4899,90,0.233,1
313,Toronto,5350012.04,8.0,20:25,26.0,4899,90,0.233,1
314,Toronto,5350012.04,9.0,13:00,7.0,4899,90,0.233,1
315,Toronto,5350012.04,9.0,15:45,2.0,4899,90,0.233,1
316,Toronto,5350012.04,9.0,18:30,12.0,4899,90,0.233,1
317,Toronto,5350012.04,9.0,19:00,7.0,4899,90,0.233,1
318,Toronto,5350012.04,9.0,21:55,16.0,4899,90,0.233,1
319,Toronto,5350012.04,12.0,14:35,1.0,4899,90,0.233,2
320,Toronto,5350013.01,4.0,09:00,25.0,6290,40,0.34314,1
321,Toronto,5350013.01,4.0,09:45,13.0,6290,40,0.34314,1
322,Toronto,5350013.01,4.0,18:00,9.0,6290,40,0.34314,1
323,Toronto,5350013.01,5.0,05:30,13.0,6290,40,0.34314,1
324,Toronto,5350013.01,5.0,11:45,7.0,6290,40,0.34314,1
325,Toronto,5350013.01,5.0,20:00,25.0,6290,40,0.34314,1
326,Toronto,5350013.01,6.0,07:00,26.0,6290,40,0.34314,1
327,Toronto,5350013.01,6.0,09:00,6.0,6290,40,0.34314,1
328,Toronto,5350013.01,6.0,17:15,13.0,6290,40,0.34314,2
329,Toronto,5350013.01,6.0,17:30,19.0,6290,40,0.34314,1
330,Toronto,5350013.01,6.0,23:00,10.0,6290,40,0.34314,1
331,Toronto,5350013.01,7.0,01:00,25.0,6290,40,0.34314,1
332,Toronto,5350013.01,7.0,11:50,24.0,6290,40,0.34314,1
333,Toronto,5350013.01,7.0,15:15,3.0,6290,40,0.34314,1
334,Toronto,5350013.01,7.0,18:00,11.0,6290,40,0.34314,1
335,Toronto,5350013.01,7.0,21:00,25.0,6290,40,0.34314,1
336,Toronto,5350013.01,8.0,00:00,29.0,6290,40,0.34314,1
337,Toronto,5350013.01,8.0,13:00,4.0,6290,40,0.34314,1
338,Toronto,5350013.01,8.0,17:00,15.0,6290,40,0.34314,1
339,Toronto,5350013.01,8.0,22:30,30.0,6290,40,0.34314,1
340,Toronto,5350013.01,9.0,08:00,26.0,6290,40,0.34314,1
341,Toronto,5350013.01,9.0,09:00,24.0,6290,40,0.34314,1
342,Toronto,5350013.01,9.0,20:00,24.0,6290,40,0.34314,2
343,Toronto,5350013.01,10.0,09:00,2.0,6290,40,0.34314,1
344,Toronto,5350013.01,11.0,14:00,24.0,6290,40,0.34314,1
345,Toronto,5350013.01,11.0,16:40,27.0,6290,40,0.34314,1
346,Toronto,5350013.02,4.0,12:00,20.0,8126,65,0.41796000000000005,1
347,Toronto,5350013.02,5.0,08:00,23.0,8126,65,0.41796000000000005,1
348,Toronto,5350013.02,5.0,08:30,13.0,8126,65,0.41796000000000005,1
349,Toronto,5350013.02,5.0,08:30,27.0,8126,65,0.41796000000000005,1
350,Toronto,5350013.02,5.0,13:00,7.0,8126,65,0.41796000000000005,1
351,Toronto,5350013.02,5.0,15:00,25.0,8126,65,0.41796000000000005,1
352,Toronto,5350013.02,5.0,21:00,29.0,8126,65,0.41796000000000005,1
353,Toronto,5350013.02,6.0,10:00,1.0,8126,65,0.41796000000000005,1
354,Toronto,5350013.02,6.0,11:30,12.0,8126,65,0.41796000000000005,1
355,Toronto,5350013.02,6.0,12:00,20.0,8126,65,0.41796000000000005,1
356,Toronto,5350013.02,6.0,13:00,24.0,8126,65,0.41796000000000005,1
357,Toronto,5350013.02,6.0,13:45,22.0,8126,65,0.41796000000000005,1
