,v_CA16_5807: Bicycle,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA16_2416: $50,000 to $59,999","v_CA16_2417: $60,000 to $69,999","v_CA16_2418: $70,000 to $79,999","v_CA16_2419: $80,000 to $89,999","v_CA16_2420: $90,000 to $99,999",v_CA16_2447: Median total income of economic families in 2015 ($),v_CA16_2449: Average family size of economic families,v_CA16_2451: Median total income of couple economic families without children or other relatives in 2015 ($),v_CA16_2453: Average family size of couple economic families without children or other relatives,v_CA16_2455: Median total income of couple economic families with children in 2015 ($)
227,0,5350194.03,CT,Toronto,0.25016,2933,1238,1229,115,75,90,45,35,48384,3.2,36821,2,55168
228,20,5350194.04,CT,Toronto,2.29209,6437,2571,2508,250,220,165,140,115,59541,3.3,75776,2,56960
229,60,5350195.01,CT,Toronto,0.9462,4483,1656,1604,75,60,60,55,55,176640,3.3,126976,2,213163
230,45,5350195.02,CT,Toronto,0.37813,2317,920,894,40,45,45,40,35,176128,3.2,121088,2,224973
231,25,5350196.01,CT,Toronto,0.3774,1977,811,775,45,40,30,35,30,191232,3.1,139776,2,271360
232,75,5350196.02,CT,Toronto,1.10548,5635,2376,2250,110,80,90,95,85,203349,3.1,133461,2,297472
233,70,5350200.01,CT,Toronto,0.6408,5614,3143,3055,255,215,190,175,120,64555,2.6,83584,2,71936
234,15,5350200.02,CT,Toronto,0.14209000000000002,981,680,649,55,45,40,25,20,76032,2.5,75008,2,86784
235,50,5350201.0,CT,Toronto,0.75952,5371,2989,2776,170,140,145,160,110,94866,2.7,92800,2,125056
236,25,5350202.0,CT,Toronto,0.33589,1647,653,631,35,30,25,45,35,122880,3.1,110208,2,142848
237,25,5350203.0,CT,Toronto,0.58927,3160,1507,1431,95,90,105,100,80,93491,2.8,86016,2,119552
238,105,5350204.0,CT,Toronto,0.74088,4537,2310,2210,165,135,110,85,75,101786,2.8,91904,2,146176
239,x,5350205.0,CT,Toronto,0.7337199999999999,149,0,0,F,F,F,F,F,F,F,F,F,F
240,45,5350206.01,CT,Toronto,1.13878,4217,2151,2041,165,160,155,125,110,85658,2.8,87296,2,111744
241,65,5350206.02,CT,Toronto,1.08513,5867,2994,2774,235,200,155,170,120,83136,2.8,77568,2,111872
242,25,5350207.0,CT,Toronto,0.67366,2605,1285,1181,90,90,75,45,60,83584,2.9,76800,2,107776
243,25,5350208.0,CT,Toronto,1.29403,4172,2062,1981,135,115,100,75,60,56576,2.9,57728,2,90624
244,20,5350209.0,CT,Toronto,0.69308,2718,1338,1252,80,65,55,65,45,82176,2.9,77056,2,110336
245,20,5350210.01,CT,Toronto,2.96012,3083,1008,971,55,70,50,40,50,125696,3.1,136448,2,139264
246,85,5350210.02,CT,Toronto,0.94935,11390,9168,7016,525,600,510,495,460,101047,2.3,108723,2,103424
247,40,5350211.0,CT,Toronto,3.27116,6350,2512,2447,180,180,175,150,140,95872,3.1,80811,2,123904
248,25,5350212.0,CT,Toronto,1.7065400000000002,5704,2220,2169,155,120,145,125,110,109376,3.1,88917,2,132659
249,15,5350213.01,CT,Toronto,0.94226,2666,1021,990,65,65,55,45,40,117760,3.1,94720,2,155392
250,0,5350213.02,CT,Toronto,7.044739999999999,6045,3246,3134,250,275,270,235,235,91881,2.5,96768,2,98304
251,15,5350214.0,CT,Toronto,2.8237799999999997,5069,2466,2389,175,195,155,155,135,105395,2.8,94528,2,136192
252,55,5350215.0,CT,Toronto,2.60049,6748,2991,2789,175,165,150,150,135,112768,3,99008,2,138411
253,50,5350216.0,CT,Toronto,1.9993,5532,2238,2163,105,100,100,90,95,151450,3,118272,2,194176
254,50,5350217.0,CT,Toronto,1.33055,5692,2917,2756,275,235,180,130,90,58291,2.8,61568,2,68096
255,30,5350218.0,CT,Toronto,0.6829999999999999,2652,1060,1025,35,40,45,35,50,184832,3.1,136704,2,243371
256,50,5350219.0,CT,Toronto,1.36063,4427,1690,1644,80,100,95,75,80,134656,3.2,100608,2,175445
257,20,5350220.0,CT,Toronto,1.32212,4177,1597,1584,135,110,100,90,85,104448,3,93952,2,140800
258,20,5350221.01,CT,Toronto,1.64542,6377,2751,2725,185,175,175,165,145,115840,2.9,100864,2,149120
259,50,5350221.02,CT,Toronto,0.80501,5202,2167,2064,220,175,160,135,105,72229,3.1,76736,2,82261
260,0,5350222.01,CT,Toronto,1.28483,6699,2626,2557,205,210,185,175,140,96512,3.1,83776,2,119168
261,15,5350222.02,CT,Toronto,1.2002,5141,1830,1782,150,95,80,80,70,79573,3.2,72960,2,115456
262,10,5350223.01,CT,Toronto,0.8724200000000001,1522,536,530,25,20,30,30,15,149248,3.2,127744,2,193024
263,0,5350223.02,CT,Toronto,0.8724700000000001,2136,793,771,30,20,50,40,40,139776,3.1,116224,2,174592
264,0,5350224.0,CT,Toronto,1.04417,1696,578,573,20,15,15,15,25,196864,3.3,145664,2,248149
265,10,5350225.01,CT,Toronto,0.93466,4981,2387,2316,175,205,155,135,115,94427,2.7,108288,2,106667
266,25,5350225.02,CT,Toronto,0.3048,9706,5006,4859,455,390,385,275,275,67421,2.7,73472,2,76800
267,0,5350226.0,CT,Toronto,0.9533299999999999,3167,1262,1212,55,45,45,55,50,182477,3.1,141312,2,231424
268,0,5350227.0,CT,Toronto,0.49183999999999994,1750,637,626,20,15,15,20,20,232448,3.1,183296,2,327168
269,30,5350228.0,CT,Toronto,0.883,3131,1418,1362,50,90,75,60,60,180736,2.9,144640,2,274773
270,0,5350229.0,CT,Toronto,0.32031,1223,393,384,10,15,10,10,10,235008,3.3,197120,2.1,302080
271,10,5350230.01,CT,Toronto,1.50655,2537,1109,1082,75,60,75,65,50,128085,2.9,100608,2,243200
272,10,5350230.02,CT,Toronto,0.9858399999999999,6537,2775,2606,250,205,210,185,135,81504,3,78336,2,96073
273,20,5350231.0,CT,Toronto,3.02848,6461,2722,2566,140,150,115,95,95,165669,3.1,121728,2,238933
274,0,5350232.0,CT,Toronto,2.04605,3825,1348,1306,30,35,35,45,55,204672,3.2,177664,2,259072
275,0,5350233.0,CT,Toronto,2.0806,5530,2032,1982,115,115,110,110,90,124096,3.1,117504,2,154752
276,0,5350234.0,CT,Toronto,2.11718,4524,1645,1600,85,110,90,95,65,113664,3.2,97792,2,143616
277,10,5350235.01,CT,Toronto,1.40707,2841,1009,997,45,55,70,60,50,115968,3.2,93760,2,139776
278,15,5350235.02,CT,Toronto,1.07805,5277,2039,2010,160,160,155,130,120,90496,3.1,74496,2,116736
279,15,5350236.01,CT,Toronto,0.98685,6646,2560,2519,255,200,165,140,160,80043,3.1,74581,2,98261
280,10,5350236.02,CT,Toronto,4.07421,5946,2284,2256,145,150,150,160,155,102502,3.1,89856,2,124608
281,0,5350237.01,CT,Toronto,1.1853200000000002,6816,2468,2410,200,180,185,140,120,66702,3.4,63403,2,85146
282,0,5350237.02,CT,Toronto,0.9550299999999999,2986,1077,1061,85,75,60,70,55,92587,3.2,66304,2,113664
283,10,5350237.03,CT,Toronto,1.0689799999999998,5638,2626,2544,220,215,180,165,140,80352,2.9,76587,2,96576
284,0,5350238.01,CT,Toronto,1.03807,3350,1259,1231,65,75,75,60,55,129920,3.1,104832,2,166400
285,10,5350238.02,CT,Toronto,0.98177,5244,2070,1953,185,170,140,120,110,75630,3.2,67413,2,91563
286,25,5350239.0,CT,Toronto,2.55782,6481,2511,2383,200,175,180,105,130,72981,3.2,80384,2,102784
287,10,5350240.01,CT,Toronto,1.2726899999999999,3366,1291,1263,60,65,55,75,65,128256,3,92160,2,159232
288,0,5350240.02,CT,Toronto,1.04495,6043,2621,2558,265,215,160,180,110,80992,2.8,71936,2,98560
289,10,5350241.0,CT,Toronto,1.0982,3231,1030,1003,60,55,50,55,65,114944,3.2,90880,2,142950
290,0,5350242.0,CT,Toronto,0.67084,1674,610,575,50,35,20,30,20,60288,3.4,83328,2.1,110336
291,10,5350243.01,CT,Toronto,0.31518,6658,2236,2142,235,190,140,130,105,55509,3.7,63616,2,60608
292,0,5350243.02,CT,Toronto,1.2154,3617,1342,1304,145,120,105,75,55,73626,3.3,62464,2,97707
293,10,5350244.01,CT,Toronto,1.45046,5677,2009,1945,210,145,160,135,125,73179,3.3,65344,2,88064
294,10,5350244.02,CT,Toronto,1.46584,3779,1335,1274,110,120,80,55,40,58240,3.4,63808,2,77056
295,25,5350245.0,CT,Toronto,1.42111,6934,2672,2567,255,200,155,155,140,69604,3.2,62592,2,88934
296,0,5350246.0,CT,Toronto,1.0727,3595,1317,1279,80,75,75,75,85,92928,3.2,77824,2,112768
297,10,5350247.01,CT,Toronto,17.35024,8727,2931,2748,220,215,220,180,180,82266,3.7,68224,2,98901
298,20,5350247.02,CT,Toronto,3.22582,7167,2537,2385,220,185,180,165,130,82578,3.4,63787,2,97963
299,0,5350248.02,CT,Toronto,1.23696,5671,1864,1784,145,120,105,65,75,56171,4,49536,2,77875
300,0,5350248.03,CT,Toronto,3.7960800000000003,2619,789,754,70,80,75,50,50,75878,3.7,51584,2.1,89344
301,30,5350248.04,CT,Toronto,1.51177,4771,1671,1496,125,120,125,90,75,75878,3.5,56704,2,101171
302,0,5350248.05,CT,Toronto,1.15519,4332,1413,1310,105,80,90,80,65,78285,3.6,55616,2,96939
303,0,5350249.01,CT,Toronto,0.82975,4650,1428,1341,115,105,100,105,85,83712,3.7,62848,2,97894
304,0,5350249.03,CT,Toronto,2.96801,5696,1704,1592,160,150,145,125,115,76373,3.8,60373,2,87808
305,15,5350249.04,CT,Toronto,0.6863199999999999,3344,999,952,90,75,65,65,55,71168,3.8,49024,2,82944
306,0,5350249.05,CT,Toronto,0.64364,5476,1584,1534,175,165,130,85,70,54272,3.7,39936,2,63168
307,0,5350250.01,CT,Toronto,1.40913,5432,1618,1545,150,135,85,110,100,68049,3.6,60373,2,80000
308,15,5350250.02,CT,Toronto,1.99197,4928,1854,1735,140,135,100,100,85,77056,3.3,63552,2,103808
309,10,5350250.04,CT,Toronto,0.50556,6206,2057,1994,270,205,165,110,100,54682,3.5,50432,2,61376
310,10,5350250.05,CT,Toronto,0.70576,7607,2288,2270,270,245,175,160,115,55959,3.7,42795,2,62016
311,10,5350260.01,CT,Toronto,0.7288,6748,2431,2398,255,240,190,155,125,64384,3.5,52693,2,70357
312,10,5350260.04,CT,Toronto,0.1881,4147,1498,1480,125,95,75,80,50,46912,3.5,36096,2,51200
313,10,5350260.05,CT,Toronto,0.2543,4020,1369,1332,115,80,50,30,25,35942,3.6,33216,2,40592
314,0,5350260.06,CT,Toronto,0.95204,3348,1132,1116,110,95,70,65,55,57120,3.5,60544,2,64960
315,20,5350260.07,CT,Toronto,0.35736999999999997,3670,1534,1504,140,155,140,105,95,71872,3.1,70400,2,76971
316,0,5350261.0,CT,Toronto,1.92395,5501,2284,2194,140,145,120,115,75,65408,3.2,57088,2,83072
317,0,5350262.01,CT,Toronto,0.67091,5736,2752,2728,280,240,200,150,115,65877,2.8,64384,2,82048
318,20,5350262.02,CT,Toronto,2.16555,6273,2526,2490,220,185,170,120,100,69205,3.2,70400,2,85419
319,15,5350263.02,CT,Toronto,2.00598,3471,1680,1629,115,135,100,105,80,102464,2.8,94976,2,129152
320,15,5350263.03,CT,Toronto,1.56059,4906,2106,2060,210,170,130,115,105,82347,2.9,83712,2,102997
321,0,5350263.04,CT,Toronto,0.69962,6531,3616,3536,315,305,295,220,230,79147,2.5,84907,2,84352
322,0,5350264.0,CT,Toronto,3.4653400000000003,1301,482,435,15,10,10,5,10,240640,3.3,276480,2,300032
323,25,5350265.0,CT,Toronto,2.6864,4756,1855,1742,50,55,35,65,65,264363,3.2,207616,2,356352
324,10,5350266.0,CT,Toronto,2.7633799999999997,3209,1141,1064,35,30,30,25,30,273408,3.3,262144,2,357888
325,10,5350267.0,CT,Toronto,2.71113,6368,2133,2062,75,90,70,65,65,172160,3.4,161536,2,208896
326,25,5350268.0,CT,Toronto,3.0571,6419,2938,2837,215,185,185,150,125,113792,2.9,99072,2,157568
327,0,5350269.01,CT,Toronto,0.75312,5056,2354,2081,215,170,145,110,80,55168,3,59691,2,60544
328,10,5350269.02,CT,Toronto,1.76908,2569,951,923,45,45,40,55,40,139392,3.1,141824,2,162304
329,0,5350270.01,CT,Toronto,1.1240700000000001,4980,2117,1953,200,150,160,105,115,78592,3.1,79104,2,99200
330,0,5350270.02,CT,Toronto,0.75775,4264,1636,1611,125,135,100,110,95,82603,3.2,82944,2,105472
331,15,5350271.01,CT,Toronto,0.8935,2429,899,893,60,45,50,50,45,115136,3.1,102656,2,145152
332,10,5350271.02,CT,Toronto,0.7092,4815,1765,1749,135,135,105,110,80,77312,3.2,84096,2,91072
333,0,5350272.01,CT,Toronto,0.4552,5987,2408,2342,245,225,155,140,100,56960,3.1,59008,2,68275
334,10,5350272.02,CT,Toronto,0.99884,4705,1791,1763,175,120,125,110,95,88149,3.2,77568,2,105344
335,10,5350273.01,CT,Toronto,3.2065799999999998,4014,1311,1231,40,55,50,40,40,149163,3.4,154112,2,174080
336,10,5350273.02,CT,Toronto,1.28882,4160,1530,1477,75,55,65,40,65,123776,3.1,146944,2,139878
337,0,5350274.01,CT,Toronto,1.52481,4900,1788,1756,115,110,110,100,80,100352,3.2,133632,2,126464
338,0,5350274.02,CT,Toronto,1.3313700000000002,4738,2056,1964,125,100,125,110,90,116736,3,129280,2,157696
339,30,5350275.0,CT,Toronto,1.9755900000000002,5836,2451,2347,95,115,115,105,80,181760,3.1,145920,2,272725
340,10,5350276.01,CT,Toronto,1.22609,6446,2764,2642,160,140,140,120,100,135908,3.2,102656,2,234880
341,30,5350276.02,CT,Toronto,1.28263,6870,2514,2398,130,105,85,85,55,195584,3.3,142080,2,275456
342,20,5350277.0,CT,Toronto,1.02778,4084,1323,1220,55,35,50,50,40,188928,3.8,187904,2,218112
343,20,5350278.0,CT,Toronto,1.3337,7734,2944,2679,185,160,140,130,100,97638,3.6,81792,2,134485
344,20,5350279.01,CT,Toronto,1.21444,4028,1665,1523,125,90,90,80,75,87808,3.1,68736,2,128000
345,0,5350279.02,CT,Toronto,1.57835,6503,2195,2117,205,165,145,120,95,71392,3.3,50816,2,98304
346,15,5350280.0,CT,Toronto,2.1417200000000003,7333,2993,2920,280,240,210,145,110,60459,3.1,54848,2,75059
347,10,5350281.01,CT,Toronto,0.96206,6484,2324,2256,175,180,135,110,115,63744,3.3,55392,2,91136
348,0,5350281.02,CT,Toronto,0.41638000000000003,3940,1350,1306,140,140,95,90,50,60288,3.4,62080,2,76800
349,0,5350282.0,CT,Toronto,2.22534,4480,1663,1607,115,125,105,100,110,95808,3.3,72960,2,116736
350,0,5350283.01,CT,Toronto,0.9285,5399,1965,1938,185,140,130,110,65,57056,3.2,51584,2,82944
351,0,5350283.02,CT,Toronto,1.1671200000000002,4542,1761,1712,110,70,65,65,55,52838,3.2,53376,2,105408
352,10,5350284.0,CT,Toronto,1.41266,6840,2427,2349,245,210,160,150,125,69595,3.2,56550,2,88491
353,0,5350285.0,CT,Toronto,1.1118,3271,1269,1207,100,110,60,50,65,80640,3.2,57984,2,112486
354,10,5350286.0,CT,Toronto,3.24625,4273,1987,1704,140,115,125,95,65,74240,3.1,72704,2,106240
355,40,5350287.02,CT,Toronto,1.0580399999999999,6732,2401,2246,250,200,160,145,100,63520,3.4,62336,2,78976
356,10,5350287.03,CT,Toronto,0.48415,3432,1444,1305,130,85,80,60,40,49728,3.6,61056,2,77568
357,15,5350287.04,CT,Toronto,0.5939399999999999,4474,2069,2017,170,120,120,100,75,85504,3.3,79189,2,114816
358,65,5350288.0,CT,Toronto,2.6307099999999997,9970,4165,4002,355,315,265,235,210,83712,3.1,79360,2,108288
359,0,5350289.0,CT,Toronto,1.3028,4713,1779,1725,150,125,105,85,90,77184,3.2,56021,2,102315
360,0,5350290.01,CT,Toronto,0.94404,3620,1515,1475,165,120,105,65,55,55808,3.1,52864,2,72960
361,0,5350290.02,CT,Toronto,0.34585,1534,782,717,70,75,60,45,40,70400,2.9,70144,2.1,84736
362,0,5350291.02,CT,Toronto,1.1464299999999998,4947,2010,1927,145,120,115,90,75,72741,3.2,54912,2,97536
363,0,5350291.03,CT,Toronto,0.41741000000000006,2302,945,903,75,75,65,55,35,66611,3.1,57813,2,90240
364,0,5350291.04,CT,Toronto,0.51571,1585,680,654,60,65,40,55,30,65408,3.1,59008,2.1,84907
365,10,5350292.0,CT,Toronto,3.7421800000000003,6721,2893,2247,200,165,135,130,145,71936,3.4,58816,2,91563
366,10,5350293.0,CT,Toronto,2.0619,6242,2197,2103,170,160,135,140,140,87125,3.4,66970,2,107136
367,0,5350294.01,CT,Toronto,0.8592299999999999,4386,1586,1547,145,135,105,100,65,67157,3.2,58752,2,89216
368,0,5350294.02,CT,Toronto,1.02545,4504,1453,1384,95,90,100,90,100,75904,3.5,46912,2,97728
369,0,5350295.0,CT,Toronto,1.0824,5180,2035,1907,190,145,125,105,105,68437,3.2,53376,2,90709
370,0,5350296.0,CT,Toronto,4.6433,64,19,19,x,x,x,x,x,x,3,x,2,x
371,15,5350297.01,CT,Toronto,1.13952,7313,3119,3027,205,215,185,165,170,79531,3,75008,2,95061
372,15,5350297.02,CT,Toronto,1.50956,6502,2716,2552,130,165,145,150,100,94891,3.2,72192,2,130048
373,10,5350298.0,CT,Toronto,2.27223,4661,1605,1566,105,85,65,75,55,125312,3.3,100864,2,192000
374,20,5350299.01,CT,Toronto,2.8929099999999996,6256,2319,2207,115,125,105,80,90,125952,3.2,107930,2,168960
375,0,5350299.02,CT,Toronto,0.1593,5247,3019,2815,210,180,165,175,155,76885,2.5,88448,2,81323
376,10,5350300.0,CT,Toronto,1.03364,13667,7532,6956,465,480,445,445,395,79802,2.6,87259,2,84480
377,0,5350301.01,CT,Toronto,0.90166,2915,1087,1071,80,70,60,75,55,98859,3.1,103168,2,121344
378,10,5350301.03,CT,Toronto,0.2736,6949,2944,2789,255,215,220,175,130,58240,3.1,58368,2,63765
379,10,5350301.04,CT,Toronto,1.42622,5859,2615,2502,210,180,190,165,155,64747,3,61013,2,76629
380,20,5350302.01,CT,Toronto,1.2292100000000001,6253,2406,2358,180,170,165,135,135,91443,3.1,71296,2,112981
381,15,5350302.02,CT,Toronto,1.08389,6140,2092,2037,190,150,135,115,110,70016,3.2,53472,2,88218
382,0,5350302.03,CT,Toronto,0.69385,3425,1205,1124,85,85,70,60,50,69344,3.3,48128,2,85333
383,0,5350303.0,CT,Toronto,1.0632700000000002,5355,1893,1819,170,155,135,105,70,57280,3.3,49152,2,65621
384,0,5350304.01,CT,Toronto,0.24931,4541,1633,1610,145,135,120,95,70,56789,3.2,50112,2,67123
385,0,5350304.02,CT,Toronto,1.21224,4777,1885,1832,110,100,110,110,90,110656,2.9,93248,2,139947
386,0,5350304.03,CT,Toronto,0.9954700000000001,2898,994,968,65,55,50,55,55,94054,3.2,92672,2,111360
387,10,5350304.04,CT,Toronto,0.23444,3724,1415,1404,145,115,110,95,80,60864,3.1,57472,2,68352
388,10,5350304.05,CT,Toronto,0.703,2847,1112,1096,100,80,80,55,65,91008,3,88448,2,110336
389,0,5350304.06,CT,Toronto,0.74893,5807,2258,2207,165,170,155,135,120,76352,3.1,64128,2,89856
390,10,5350305.01,CT,Toronto,2.44425,4451,1626,1564,70,75,60,60,55,132096,3.1,125440,2,154624
391,10,5350305.03,CT,Toronto,0.71145,4914,2338,2178,160,140,160,105,115,78153,2.8,96512,2,78592
392,10,5350305.04,CT,Toronto,1.00966,9133,5153,4822,355,385,345,300,270,66121,2.5,71765,2,67584
393,0,5350306.01,CT,Toronto,1.17222,4574,1586,1478,100,80,80,55,55,83866,3.4,89600,2,112256
394,10,5350306.02,CT,Toronto,1.1185200000000002,4793,1831,1714,90,95,90,100,85,107264,3.3,102272,2,130202
395,0,5350307.03,CT,Toronto,0.11010999999999999,5039,2359,2238,145,130,105,125,90,51072,2.8,66048,2,53291
396,10,5350307.04,CT,Toronto,0.15295,7035,3530,3360,240,200,200,190,150,68736,2.7,81984,2,68403
397,10,5350307.05,CT,Toronto,0.10463,3581,2038,1926,175,130,130,110,110,55253,2.5,58112,2,58496
398,0,5350307.06,CT,Toronto,0.10419,5424,2374,2266,150,150,110,140,110,60032,2.9,68267,2,64853
399,10,5350307.07,CT,Toronto,1.22458,6321,2651,2366,160,155,140,120,85,77440,3.1,79531,2,92672
400,40,5350308.02,CT,Toronto,1.42465,4310,1688,1588,75,65,70,70,60,118976,3.2,94464,2,155648
401,0,5350308.03,CT,Toronto,0.39669,1147,425,385,15,20,20,25,10,128256,3.3,91136,2,165376
402,15,5350308.04,CT,Toronto,1.08521,11479,5941,5576,350,305,285,280,265,71520,2.7,71616,2,84941
403,10,5350309.0,CT,Toronto,0.74182,6383,2354,2308,240,210,185,150,120,58496,3.1,50432,2,69952
404,0,5350310.01,CT,Toronto,1.42763,3512,1271,1204,55,80,85,55,50,110165,3.2,93056,2,138240
405,0,5350310.02,CT,Toronto,2.23548,5048,2028,1858,140,135,120,90,80,78336,3.2,68864,2,97536
406,25,5350311.02,CT,Toronto,0.89054,5823,2308,2141,165,160,120,140,115,67840,3.3,49536,2,87637
407,10,5350311.03,CT,Toronto,0.79713,2651,923,863,75,70,55,55,60,80640,3.4,60416,2,101547
408,25,5350311.04,CT,Toronto,0.95755,6552,2436,2247,245,190,130,125,120,64672,3.3,51200,2,85696
409,35,5350311.05,CT,Toronto,0.34549,6823,2681,2593,265,255,175,145,120,56192,3.1,53291,2,69163
410,20,5350311.06,CT,Toronto,10.24442,5744,2703,2326,200,170,135,140,100,61728,3,65344,2,79701
411,10,5350312.02,CT,Toronto,0.524,3448,1185,1077,100,85,75,85,60,61120,3.6,40768,2,81323
412,10,5350312.03,CT,Toronto,1.48726,6420,2219,2164,215,190,155,135,105,62251,3.4,50880,2,85163
413,15,5350312.04,CT,Toronto,0.72554,5763,1820,1718,180,130,115,95,60,49952,3.6,44928,2,68762
414,10,5350312.05,CT,Toronto,0.34586999999999996,3836,1348,1295,140,85,75,40,40,42638,3.4,44928,2.1,55776
415,10,5350312.06,CT,Toronto,0.45843999999999996,3444,1086,1058,120,65,65,55,55,59435,3.7,45952,2,87936
416,0,5350312.07,CT,Toronto,0.6247,3076,1312,1221,75,75,45,50,50,69303,3.3,48341,2,103936
417,10,5350313.0,CT,Toronto,2.89834,5554,1945,1808,165,135,135,125,115,74811,3.4,57728,2,93747
418,0,5350314.01,CT,Toronto,0.4281,5036,1741,1676,200,155,110,80,70,52640,3.4,42432,2,61856
419,10,5350314.02,CT,Toronto,1.12467,4955,1704,1568,175,115,135,110,70,65792,3.5,53120,2,83200
420,10,5350315.01,CT,Toronto,1.51758,3368,1223,1122,90,85,75,65,50,82893,3.3,56896,2,117504
421,0,5350315.02,CT,Toronto,0.42796000000000006,3543,1170,1076,110,105,95,85,45,59221,3.7,46976,2,68011
422,0,5350315.03,CT,Toronto,6.01015,5505,1895,1699,130,135,100,105,90,66901,3.6,48000,2,85709
423,25,5350316.01,CT,Toronto,1.7746,3910,1301,1224,115,90,85,80,85,75648,3.5,51968,2,96000
424,20,5350316.03,CT,Toronto,0.40066,5888,2039,1948,240,170,140,85,85,51744,3.5,42240,2,62656
425,10,5350316.04,CT,Toronto,0.46506000000000003,4275,1760,1679,150,120,95,60,50,46464,3.4,41088,2,60032
426,15,5350316.05,CT,Toronto,0.40614,3992,1373,1309,130,105,90,75,45,50893,3.5,45408,2,66304
427,15,5350316.06,CT,Toronto,0.40499,3672,1198,1164,115,80,65,60,40,49408,3.6,51712,2,66816
428,25,5350317.02,CT,Toronto,0.43231,7347,3408,3336,255,220,165,175,140,52704,2.8,45760,2,64939
429,10,5350317.03,CT,Toronto,1.19309,3688,1264,1245,90,80,75,75,90,93227,3.2,90368,2,102400
430,15,5350317.04,CT,Toronto,0.72206,6627,2594,2534,225,225,180,150,125,61099,3.1,51285,2,73143
431,0,5350317.05,CT,Toronto,0.54133,2229,834,811,55,45,50,45,50,83029,3.1,70400,2,99072
432,15,5350318.0,CT,Toronto,1.9063700000000001,8574,3568,3330,230,235,185,160,150,66446,3,65664,2,78848
433,10,5350319.0,CT,Toronto,1.20157,4191,1616,1527,110,90,90,80,50,72619,3.1,63232,2,95232
434,20,5350320.01,CT,Toronto,0.73678,5197,2103,2036,165,140,110,85,75,55424,3,43648,2,74837
435,10,5350320.02,CT,Toronto,0.8527600000000001,5869,2129,2067,160,155,155,130,105,65088,3.1,51584,2,80742
436,0,5350321.01,CT,Toronto,1.25768,3830,1340,1258,50,80,55,70,60,97280,3.2,85376,2,117504
437,10,5350321.02,CT,Toronto,1.2172,4030,1497,1429,100,95,80,65,70,80384,3.1,71424,2,98560
438,15,5350322.01,CT,Toronto,0.20805,4737,2371,2242,180,160,160,115,110,58803,2.7,64512,2,69419
439,10,5350322.02,CT,Toronto,1.40695,3500,1262,1185,70,45,55,30,35,82944,3.1,70016,2,107648
440,0,5350323.01,CT,Toronto,1.04061,4289,1746,1706,125,120,100,110,95,82240,3,91648,2,87040
441,10,5350323.02,CT,Toronto,1.8599900000000003,5367,1935,1849,125,110,105,90,85,106496,3,100779,2,125184
442,0,5350324.01,CT,Toronto,1.1954,3498,1214,1143,80,60,60,55,70,81579,3.2,80128,2,107136
443,0,5350324.02,CT,Toronto,1.89369,6123,2256,2133,135,115,115,110,85,78592,3.1,83200,2,108032
444,0,5350324.03,CT,Toronto,2.16991,3862,1762,1701,90,100,120,65,70,90432,2.8,84736,2,108352
445,10,5350324.05,CT,Toronto,0.65612,3388,1405,1382,60,70,75,60,60,87211,3.1,75776,2,104832
446,0,5350324.06,CT,Toronto,0.65762,3561,1219,1182,90,65,95,75,90,85555,3.3,61568,2,98765
447,10,5350330.0,CT,Toronto,2.19348,4288,1757,1730,120,95,115,100,100,113050,2.9,96768,2,141739
448,0,5350331.01,CT,Toronto,1.52013,5629,2287,2261,175,160,150,155,140,105728,3,100779,2,132352
449,0,5350331.03,CT,Toronto,0.51039,6162,1931,1877,210,145,115,85,55,47952,3.6,43712,2,52454
450,0,5350331.04,CT,Toronto,1.06015,3212,1288,1261,130,90,105,85,75,88661,3.1,87296,2,105216
451,0,5350332.0,CT,Toronto,1.52621,7350,2914,2785,230,185,135,130,90,56627,3.3,63616,2,73728
452,10,5350333.0,CT,Toronto,2.39935,4695,1710,1644,95,95,115,95,80,101888,3.2,95573,2,123221
453,10,5350334.0,CT,Toronto,2.38519,3500,1358,1274,70,70,65,70,70,122880,3.2,105216,2,153173
454,15,5350335.0,CT,Toronto,2.2315099999999997,7740,3026,2984,245,185,170,150,135,76958,3.3,68992,2,96576
455,30,5350336.0,CT,Toronto,1.63381,6772,2553,2393,190,170,160,140,140,89856,3.2,83200,2,107301
456,0,5350337.01,CT,Toronto,0.20168,721,357,316,35,10,20,15,15,52544,3,70656,2,75520
457,10,5350337.02,CT,Toronto,0.61933,2155,888,862,75,50,45,40,40,67584,2.7,80512,2,100608
458,30,5350338.0,CT,Toronto,1.6501299999999999,5956,2729,2627,155,170,130,120,120,109739,2.9,104277,2,137899
459,70,5350339.0,CT,Toronto,1.8385099999999999,6687,3110,3000,195,195,170,160,150,119125,2.9,100096,2,172032
460,15,5350340.0,CT,Toronto,1.27488,6771,2557,2457,190,170,130,125,110,67456,3.2,68915,2,78464
461,10,5350341.02,CT,Toronto,0.77866,4379,1860,1777,165,120,105,85,65,63424,3.2,66645,2,67904
462,0,5350341.03,CT,Toronto,0.40538,3436,1465,1334,80,55,35,30,15,34912,3.5,28608,2.1,41472
463,25,5350341.04,CT,Toronto,0.67099,6030,2261,2171,190,175,110,95,100,51872,3.5,56320,2,56832
464,25,5350342.0,CT,Toronto,1.2329700000000001,7561,2414,2376,230,175,145,145,150,75776,3.5,65408,2,90112
