,GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_1: Age Stats,v_CA16_2201: Total - Income statistics in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2246: Total - Total income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2297: Total - After-tax income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_2345: Total - Employment income groups in 2015 for the population aged 15 years and over in private households - 100% data,v_CA16_404: Total private dwellings,v_CA16_404: Total private dwellings.1,v_CA16_407: Land area in square kilometres,"v_CA16_401: Population, 2016","v_CA16_403: Population percentage change, 2011 to 2016",v_CA16_406: Population density per square kilometre,v_CA16_6751: Total - Employment income statistics for the population aged 15 years and over in private households - 25% sample data,v_CA16_6754: Number of employment income recipients aged 15 years and over in private households who worked full year full time in 2015 - 25% sample data,v_CA16_6757: Median employment income in 2015 for full-year full-time workers ($),v_CA16_6760: Average employment income in 2015 for full-year full-time workers ($),v_CA16_5621: Total population aged 15 years and over by work activity during the reference year - 25% sample data,v_CA16_5627: Worked,"v_CA16_5630: Worked full year, full time",v_CA16_5633: Worked part year and/or part time,"v_TX2016_349: Taxfilers and dependents by single year of age, 2016 - Total","v_TX2017_349: Taxfilers and dependents by single year of age, 2017 - Total","v_TX2018_349: Taxfilers and dependents by single year of age, 2018 - Total"
498,5350244.02,CT,Toronto,1.46584,3779,1335,1274,3780,2935,2935,2930,2930,1335,1335,1.43,3779,0.6,2640.3,2910,685,41548,46611,2910,1650,715,935,4330,4380,4460
499,5350245.0,CT,Toronto,1.42111,6934,2672,2567,6935,5795,5795,5795,5800,2672,2672,1.42,6934,0.4,4879.7,5685,1695,44662,48524,5685,3625,1740,1885,6930,6940,7200
500,5350246.0,CT,Toronto,1.0727,3595,1317,1279,3595,2925,2925,2930,2925,1317,1317,1.07,3595,0.3,3351.0,3035,965,53954,58110,3035,1865,980,885,3430,3470,3480
501,5350247.01,CT,Toronto,17.35024,8727,2931,2748,8725,7275,7275,7275,7275,2931,2931,17.29,8727,-1.3,504.8,7275,2205,46922,52204,7275,4835,2255,2575,9200,9380,9730
502,5350247.02,CT,Toronto,3.22582,7167,2537,2385,7170,6055,6060,6055,6055,2537,2537,3.23,7167,4.4,2221.5,6055,1885,47172,53622,6055,3845,1960,1880,7570,7750,7960
503,5350248.02,CT,Toronto,1.23696,5671,1864,1784,5670,4270,4270,4270,4270,1864,1864,1.21,5671,-0.9,4688.3,4270,770,38450,42201,4270,2140,810,1335,6030,6080,6220
504,5350248.03,CT,Toronto,3.7960800000000003,2619,789,754,2620,2225,2220,2225,2220,789,789,3.73,2619,-6.1,701.7,2160,620,39353,41156,2160,1465,635,830,2900,2970,3170
505,5350248.04,CT,Toronto,1.51177,4771,1671,1496,4770,3940,3940,3935,3935,1671,1671,1.48,4771,-11.0,3220.0,4045,1075,43269,46662,4050,2580,1110,1470,4840,4940,5290
506,5350248.05,CT,Toronto,1.15519,4332,1413,1310,4330,3630,3630,3630,3630,1413,1413,1.12,4332,-3.2,3859.9,3585,925,41291,45180,3585,2090,935,1155,4290,4330,4600
507,5350249.01,CT,Toronto,0.82975,4650,1428,1341,4645,3995,3995,3995,3995,1428,1428,0.83,4650,-3.4,5603.8,3835,975,44616,48181,3830,2255,995,1260,4790,4870,4960
508,5350249.03,CT,Toronto,2.96801,5696,1704,1592,5695,4725,4725,4725,4720,1704,1704,2.96,5696,-1.3,1922.3,4725,1260,41555,45178,4725,3000,1305,1695,5880,5960,6100
509,5350249.04,CT,Toronto,0.6863199999999999,3344,999,952,3345,2710,2710,2715,2710,999,999,0.69,3344,1.9,4872.5,2870,670,40921,43393,2870,1715,695,1020,2900,2970,3080
510,5350249.05,CT,Toronto,0.64364,5476,1584,1534,5475,4230,4225,4225,4230,1584,1584,0.64,5476,-0.8,8507.1,4225,890,35727,39363,4230,2460,920,1540,6270,6180,6380
511,5350250.01,CT,Toronto,1.40913,5432,1618,1545,5430,4290,4295,4290,4290,1618,1618,1.38,5432,5.0,3940.2,4295,1150,37967,45195,4295,2525,1165,1365,5510,5480,5700
512,5350250.02,CT,Toronto,1.99197,4928,1854,1735,4925,4105,4105,4105,4105,1854,1854,1.93,4928,-0.8,2559.7,4105,1175,50935,55685,4100,2575,1240,1335,5110,5240,5330
513,5350250.04,CT,Toronto,0.50556,6206,2057,1994,6205,4585,4585,4590,4585,2057,2057,0.48,6206,2.9,12840.9,4610,1175,36863,39791,4605,2880,1215,1660,6170,6260,6460
514,5350250.05,CT,Toronto,0.70576,7607,2288,2270,7605,5950,5945,5945,5950,2288,2288,0.67,7607,2.5,11273.0,5930,1180,40098,42427,5930,3110,1215,1890,7530,7560,7820
515,5350260.01,CT,Toronto,0.7288,6748,2431,2398,6745,5690,5695,5695,5695,2431,2431,0.72,6748,-1.8,9423.3,5555,1430,43813,47102,5555,3270,1470,1800,8680,8630,8740
516,5350260.04,CT,Toronto,0.1881,4147,1498,1480,4150,3210,3215,3210,3210,1498,1498,0.19,4147,1.4,22046.8,3180,600,37986,42936,3180,1730,610,1120,1990,2130,2230
517,5350260.05,CT,Toronto,0.2543,4020,1369,1332,4020,2845,2845,2845,2845,1369,1369,0.25,4020,5.8,15808.1,2840,410,33997,37515,2840,1150,430,720,4400,4420,4640
518,5350260.06,CT,Toronto,0.95204,3348,1132,1116,3350,2615,2620,2615,2615,1132,1132,0.93,3348,1.3,3603.9,2655,770,41164,49463,2650,1710,780,925,4780,4820,4960
519,5350260.07,CT,Toronto,0.35736999999999997,3670,1534,1504,3670,3175,3175,3175,3175,1534,1534,0.34,3670,-10.6,10693.5,3310,780,45384,53929,3310,1845,820,1025,2680,2570,2640
520,5350261.0,CT,Toronto,1.92395,5501,2284,2194,5500,4465,4465,4465,4465,2284,2284,1.91,5501,0.9,2881.0,4465,1095,44724,48775,4465,2265,1135,1130,5220,5260,5300
521,5350262.01,CT,Toronto,0.67091,5736,2752,2728,5735,4890,4890,4890,4890,2752,2752,0.67,5736,4.8,8549.7,4895,1580,49845,56280,4890,3120,1610,1515,4230,4270,4340
522,5350262.02,CT,Toronto,2.16555,6273,2526,2490,6275,5195,5195,5200,5195,2526,2526,2.14,6273,0.2,2931.9,5195,1505,50438,61437,5195,3190,1570,1625,7240,7290,7460
523,5350263.02,CT,Toronto,2.00598,3471,1680,1629,3470,2925,2920,2920,2920,1680,1680,2.01,3471,9.3,1730.1,3035,985,69792,82281,3030,1785,1010,775,2780,2890,2960
524,5350263.03,CT,Toronto,1.56059,4906,2106,2060,4905,3940,3935,3935,3935,2106,2106,1.56,4906,-11.0,3143.3,3825,1405,58932,71056,3825,2720,1440,1280,3690,3620,3660
525,5350263.04,CT,Toronto,0.69962,6531,3616,3536,6535,5770,5770,5770,5770,3616,3616,0.67,6531,24.5,9694.2,5770,1935,61708,71265,5770,3455,2015,1440,9190,9300,9330
526,5350264.0,CT,Toronto,3.4653400000000003,1301,482,435,1300,1145,1140,1145,1145,482,482,3.47,1301,-10.1,375.4,1140,260,108567,481833,1140,660,280,375,1150,1160,1190
527,5350265.0,CT,Toronto,2.6864,4756,1855,1742,4755,3825,3830,3830,3830,1855,1855,2.68,4756,17.5,1773.2,3820,1040,123417,434539,3820,2455,1095,1360,4390,4410,4430
528,5350266.0,CT,Toronto,2.7633799999999997,3209,1141,1064,3205,2775,2775,2775,2775,1141,1141,2.76,3209,-0.3,1163.8,2790,685,119938,565067,2790,1820,745,1070,3460,3360,3370
529,5350267.0,CT,Toronto,2.71113,6368,2133,2062,6365,5275,5270,5270,5270,2133,2133,2.71,6368,-3.6,2350.9,5275,1695,91807,139485,5270,3390,1745,1640,5760,5770,5770
530,5350268.0,CT,Toronto,3.0571,6419,2938,2837,6415,5500,5495,5495,5500,2938,2938,3.03,6419,0.7,2120.7,5495,1605,72105,94205,5490,3090,1650,1435,7280,7300,7300
531,5350269.01,CT,Toronto,0.75312,5056,2354,2081,5055,4290,4290,4285,4285,2354,2354,0.74,5056,2.7,6811.3,4275,1155,44191,48728,4280,2645,1245,1400,5060,5330,5580
532,5350269.02,CT,Toronto,1.76908,2569,951,923,2570,2180,2175,2175,2180,951,951,1.74,2569,-0.2,1477.8,2190,685,83068,110701,2190,1500,725,770,2220,2290,2320
533,5350270.01,CT,Toronto,1.1240700000000001,4980,2117,1953,4980,4155,4155,4155,4155,2117,2117,1.12,4980,-3.3,4431.0,4240,1385,54554,59663,4240,2755,1435,1320,3550,3410,3540
534,5350270.02,CT,Toronto,0.75775,4264,1636,1611,4265,3420,3420,3420,3415,1636,1636,0.76,4264,4.2,5639.5,3330,1085,57811,68119,3335,2195,1135,1060,3320,3340,3380
535,5350271.01,CT,Toronto,0.8935,2429,899,893,2430,2060,2055,2060,2055,899,899,0.89,2429,0.7,2718.5,2150,730,60093,74481,2155,1415,760,655,2410,2410,2450
536,5350271.02,CT,Toronto,0.7092,4815,1765,1749,4815,3890,3895,3890,3895,1765,1765,0.71,4815,0.3,6791.3,3795,1025,50700,66442,3795,2305,1040,1270,5890,5920,6100
537,5350272.01,CT,Toronto,0.4552,5987,2408,2342,5990,4895,4900,4895,4895,2408,2408,0.46,5987,1.8,13152.5,4845,1245,43939,49531,4845,2955,1265,1690,3280,3260,3320
538,5350272.02,CT,Toronto,0.99884,4705,1791,1763,4705,4010,4010,4010,4010,1791,1791,1.0,4705,-1.5,4711.1,4060,1320,55499,60680,4060,2620,1350,1275,7810,7700,7890
539,5350273.01,CT,Toronto,3.2065799999999998,4014,1311,1231,4015,3275,3270,3275,3275,1311,1311,3.19,4014,-0.5,1258.9,3245,910,78033,117535,3250,2095,940,1160,4370,4300,4290
540,5350273.02,CT,Toronto,1.28882,4160,1530,1477,4160,3535,3540,3535,3535,1530,1530,1.29,4160,-3.7,3228.1,3565,945,70080,129169,3565,2170,1005,1165,3620,3580,3650
541,5350274.01,CT,Toronto,1.52481,4900,1788,1756,4900,4090,4095,4090,4095,1788,1788,1.52,4900,0.6,3213.3,4010,1235,55599,119447,4010,2805,1275,1530,4590,4510,4540
542,5350274.02,CT,Toronto,1.3313700000000002,4738,2056,1964,4740,4140,4140,4140,4135,2056,2056,1.33,4738,0.1,3558.7,4225,1070,73668,157238,4225,2620,1130,1495,4910,4820,4900
543,5350275.0,CT,Toronto,1.9755900000000002,5836,2451,2347,5835,4890,4895,4890,4895,2451,2451,1.98,5836,0.9,2953.6,5035,1440,82400,188061,5035,3240,1490,1745,4690,4620,4660
544,5350276.01,CT,Toronto,1.22609,6446,2764,2642,6450,5150,5150,5150,5150,2764,2764,1.23,6446,0.9,5257.3,5005,1575,79166,137995,5010,3385,1665,1720,7760,7890,7950
545,5350276.02,CT,Toronto,1.28263,6870,2514,2398,6870,5415,5415,5415,5415,2514,2514,1.28,6870,2.2,5354.6,5375,1740,97108,177399,5375,3800,1790,2020,6550,6550,6580
546,5350277.0,CT,Toronto,1.02778,4084,1323,1220,4085,3105,3105,3105,3100,1323,1323,1.03,4084,-4.9,3973.1,3140,945,75834,146711,3145,2225,1010,1215,4120,4130,4180
547,5350278.0,CT,Toronto,1.3337,7734,2944,2679,7735,5930,5930,5930,5930,2944,2944,1.33,7734,-0.5,5798.0,5790,1735,57373,83092,5790,3770,1790,1980,7760,7780,7980
548,5350279.01,CT,Toronto,1.21444,4028,1665,1523,4030,3455,3455,3450,3450,1665,1665,1.21,4028,-3.6,3317.1,3515,1085,51144,65843,3510,2205,1135,1075,3850,3830,3940
549,5350279.02,CT,Toronto,1.57835,6503,2195,2117,6505,4955,4955,4955,4955,2195,2195,1.58,6503,-4.7,4120.5,4955,1555,43222,52380,4960,2935,1610,1330,6250,6160,6210
550,5350280.0,CT,Toronto,2.1417200000000003,7333,2993,2920,7330,6030,6035,6035,6030,2993,2993,2.14,7333,-0.4,3424.1,6030,1735,42304,48886,6035,3825,1790,2035,5720,5790,5800
551,5350281.01,CT,Toronto,0.96206,6484,2324,2256,6480,5260,5255,5260,5255,2324,2324,0.96,6484,0.1,6740.8,5280,1465,42005,46265,5280,3375,1535,1845,5370,5480,5600
552,5350281.02,CT,Toronto,0.41638000000000003,3940,1350,1306,3940,3060,3060,3060,3060,1350,1350,0.42,3940,-0.2,9462.1,3035,810,41085,43581,3035,1845,835,1010,5160,5230,5320
553,5350282.0,CT,Toronto,2.22534,4480,1663,1607,4480,3835,3835,3835,3830,1663,1663,2.22,4480,1.7,2021.4,3795,1325,53364,57102,3795,2565,1350,1210,3650,3660,3730
554,5350283.01,CT,Toronto,0.9285,5399,1965,1938,5400,4200,4195,4200,4195,1965,1965,0.93,5399,1.2,5814.8,4100,985,40351,46191,4105,2385,1010,1370,4850,4820,4870
555,5350283.02,CT,Toronto,1.1671200000000002,4542,1761,1712,4540,3625,3625,3625,3630,1761,1761,1.17,4542,-1.6,3892.0,3720,835,51135,57859,3720,1845,860,985,1690,1680,1710
556,5350284.0,CT,Toronto,1.41266,6840,2427,2349,6840,5540,5540,5540,5540,2427,2427,1.41,6840,-1.1,4841.8,5555,1705,42960,55709,5550,3550,1755,1800,11310,11520,11600
557,5350285.0,CT,Toronto,1.1118,3271,1269,1207,3270,2830,2825,2825,2825,1269,1269,1.11,3271,-0.4,2942.6,2815,780,50121,61473,2815,1690,810,885,2170,2140,2140
558,5350286.0,CT,Toronto,3.24625,4273,1987,1704,4270,3655,3655,3655,3655,1987,1987,3.25,4273,16.0,1316.1,3595,1025,50752,57837,3595,2215,1040,1175,5330,5590,6190
559,5350287.02,CT,Toronto,1.0580399999999999,6732,2401,2246,6730,4935,4935,4935,4935,2401,2401,1.06,6732,-2.1,6364.8,4935,1225,37311,45764,4940,3230,1255,1975,6680,6690,6880
560,5350287.03,CT,Toronto,0.48415,3432,1444,1305,3430,2610,2610,2610,2605,1444,1444,0.48,3432,-7.8,7088.0,2605,550,47759,54233,2605,1385,570,815,3610,3560,3530
561,5350287.04,CT,Toronto,0.5939399999999999,4474,2069,2017,4470,3610,3615,3615,3615,2069,2069,0.59,4474,20.3,7530.7,3755,1035,54549,71212,3750,2480,1065,1410,4500,4560,4610
562,5350288.0,CT,Toronto,2.6307099999999997,9970,4165,4002,9970,8220,8220,8220,8220,4165,4165,2.63,9970,18.1,3790.9,8220,3055,49007,63617,8215,6020,3150,2870,8340,8350,8510
563,5350289.0,CT,Toronto,1.3028,4713,1779,1725,4715,4020,4020,4020,4015,1779,1779,1.3,4713,4.0,3618.7,3835,1150,49530,63261,3835,2445,1180,1265,4940,4880,5060
564,5350290.01,CT,Toronto,0.94404,3620,1515,1475,3620,3025,3030,3025,3025,1515,1515,0.94,3620,3.8,3834.3,3120,915,40125,43625,3120,2015,940,1075,3710,3750,3840
565,5350290.02,CT,Toronto,0.34585,1534,782,717,1535,1315,1310,1310,1315,782,782,0.35,1534,27.4,4434.8,1440,555,46748,53603,1440,1125,565,560,1460,1470,1530
566,5350291.02,CT,Toronto,1.1464299999999998,4947,2010,1927,4950,4160,4160,4160,4160,2010,2010,1.15,4947,2.4,4315.6,4030,1060,45492,55825,4030,2290,1110,1180,5020,5080,5140
567,5350291.03,CT,Toronto,0.41741000000000006,2302,945,903,2300,1980,1985,1980,1985,945,945,0.42,2302,1.2,5516.4,2025,520,48201,55970,2020,1200,530,670,2350,2480,2610
568,5350291.04,CT,Toronto,0.51571,1585,680,654,1585,1355,1350,1350,1350,680,680,0.52,1585,0.5,3073.5,1395,370,46261,55095,1390,815,385,435,1620,1660,1680
569,5350292.0,CT,Toronto,3.7421800000000003,6721,2893,2247,6720,5435,5435,5435,5435,2893,2893,3.74,6721,-3.2,1796.3,5435,1530,44936,49974,5435,3505,1580,1935,8770,9290,9960
570,5350293.0,CT,Toronto,2.0619,6242,2197,2103,6245,5140,5140,5140,5140,2197,2197,1.99,6242,45.0,3132.4,5175,1735,50391,55814,5180,3350,1805,1550,6810,7210,7590
571,5350294.01,CT,Toronto,0.8592299999999999,4386,1586,1547,4390,3565,3560,3565,3560,1586,1586,0.86,4386,1.0,5104.2,3605,985,44548,49982,3610,2220,1010,1215,4390,4380,4420
572,5350294.02,CT,Toronto,1.02545,4504,1453,1384,4505,3835,3835,3840,3835,1453,1453,1.03,4504,-3.4,4392.0,3810,1130,43638,44666,3810,2215,1155,1060,3590,3590,3660
573,5350295.0,CT,Toronto,1.0824,5180,2035,1907,5180,4365,4370,4370,4370,2035,2035,1.08,5180,-2.9,4785.7,4325,1295,43639,47859,4325,2655,1320,1330,5870,5910,6050
574,5350296.0,CT,Toronto,4.6433,64,19,19,65,55,x,x,x,19,19,4.64,64,-51.1,13.8,x,x,x,x,70,50,30,15,440,990,1190
575,5350297.01,CT,Toronto,1.13952,7313,3119,3027,7310,6185,6185,6185,6185,3119,3119,1.14,7313,6.5,6417.7,6185,1990,52519,66671,6185,4115,2065,2045,11980,12110,12600
576,5350297.02,CT,Toronto,1.50956,6502,2716,2552,6500,5440,5435,5440,5435,2716,2716,1.51,6502,5.4,4306.5,5435,1755,58204,80524,5435,3550,1835,1720,4570,4650,4700
577,5350298.0,CT,Toronto,2.27223,4661,1605,1566,4660,3715,3715,3715,3715,1605,1605,2.27,4661,4.0,2051.1,3760,1325,60571,108397,3760,2835,1380,1455,3090,3080,3060
578,5350299.01,CT,Toronto,2.8929099999999996,6256,2319,2207,6260,5105,5105,5110,5110,2319,2319,2.89,6256,4.0,2162.5,5025,1760,76876,110211,5025,3575,1825,1750,20580,21110,22660
579,5350299.02,CT,Toronto,0.1593,5247,3019,2815,5245,4825,4825,4825,4825,3019,3019,0.16,5247,26.6,32937.9,4865,1580,61871,67566,4865,3140,1670,1475,4190,4060,4310
580,5350300.0,CT,Toronto,1.03364,13667,7532,6956,13665,12170,12170,12170,12170,7532,7532,1.03,13667,36.2,13220.2,12175,4640,65629,73592,12170,8585,4815,3770,13700,13740,14100
581,5350301.01,CT,Toronto,0.90166,2915,1087,1071,2915,2390,2390,2390,2390,1087,1087,0.9,2915,1.9,3253.3,2430,775,60323,87545,2435,1680,805,875,6260,6330,6480
582,5350301.03,CT,Toronto,0.2736,6949,2944,2789,6950,5765,5760,5760,5760,2944,2944,0.27,6949,57.9,25398.4,5610,1540,50220,55321,5610,3565,1575,1990,4030,4350,4940
583,5350301.04,CT,Toronto,1.42622,5859,2615,2502,5860,5055,5055,5055,5055,2615,2615,1.43,5859,44.0,4107.8,5165,1510,49195,54809,5165,3375,1550,1820,7600,8260,9320
584,5350302.01,CT,Toronto,1.2292100000000001,6253,2406,2358,6250,5515,5515,5515,5515,2406,2406,1.23,6253,-2.1,5088.3,5510,1645,58930,66452,5515,3280,1700,1575,5410,5470,5510
585,5350302.02,CT,Toronto,1.08389,6140,2092,2037,6140,5260,5260,5255,5260,2092,2092,1.08,6140,-0.6,5663.7,5280,1405,46889,54797,5280,3050,1460,1590,8180,8220,8400
586,5350302.03,CT,Toronto,0.69385,3425,1205,1124,3425,2985,2985,2990,2990,1205,1205,0.69,3425,-4.3,4935.9,2965,710,49463,53716,2965,1745,735,1005,3500,3590,3640
587,5350303.0,CT,Toronto,1.0632700000000002,5355,1893,1819,5355,4455,4455,4455,4460,1893,1893,1.06,5355,-1.3,5035.7,4375,1065,42624,47483,4375,2670,1095,1575,7300,7720,8180
588,5350304.01,CT,Toronto,0.24931,4541,1633,1610,4545,3665,3660,3660,3660,1633,1633,0.25,4541,0.0,18215.0,3715,970,44396,48149,3715,2325,1020,1310,1760,1700,1760
589,5350304.02,CT,Toronto,1.21224,4777,1885,1832,4775,3995,3995,3995,3995,1885,1885,1.21,4777,14.6,3941.1,3950,1320,72499,82219,3950,2470,1350,1120,4370,4350,4420
590,5350304.03,CT,Toronto,0.9954700000000001,2898,994,968,2895,2455,2450,2455,2450,994,994,0.97,2898,-1.4,2998.1,2475,690,52248,67888,2475,1590,740,850,2580,2580,2630
591,5350304.04,CT,Toronto,0.23444,3724,1415,1404,3725,3065,3065,3065,3060,1415,1415,0.23,3724,1.5,15887.4,3055,895,47442,50232,3050,1960,910,1045,2540,2550,2750
592,5350304.05,CT,Toronto,0.703,2847,1112,1096,2845,2540,2540,2540,2545,1112,1112,0.7,2847,-1.2,4050.4,2625,560,53071,57931,2625,1315,595,720,2520,2410,2560
593,5350304.06,CT,Toronto,0.74893,5807,2258,2207,5805,5040,5045,5045,5045,2258,2258,0.75,5807,-4.1,7754.0,5045,1475,53659,59464,5045,3100,1535,1565,4850,4780,4900
594,5350305.01,CT,Toronto,2.44425,4451,1626,1564,4450,3930,3930,3930,3925,1626,1626,2.42,4451,-2.9,1842.0,3860,1015,76084,98792,3865,2240,1070,1165,4040,4000,4040
595,5350305.03,CT,Toronto,0.71145,4914,2338,2178,4910,4295,4295,4295,4295,2338,2338,0.71,4914,1.0,6907.5,4340,1155,61708,86175,4340,2685,1210,1480,3730,3750,3910
596,5350305.04,CT,Toronto,1.00966,9133,5153,4822,9135,8050,8050,8055,8050,5153,5153,1.0,9133,72.9,9093.0,8050,2870,60391,64452,8050,5555,2975,2585,7720,7880,8390
597,5350306.01,CT,Toronto,1.17222,4574,1586,1478,4575,3900,3900,3900,3900,1586,1586,1.17,4574,-2.2,3902.4,4000,990,62456,76808,3995,2375,1140,1230,3350,3350,3460
598,5350306.02,CT,Toronto,1.1185200000000002,4793,1831,1714,4795,4125,4125,4125,4120,1831,1831,1.12,4793,9.6,4283.3,4030,1080,71009,100706,4030,2525,1150,1370,2550,2590,2600
599,5350307.03,CT,Toronto,0.11010999999999999,5039,2359,2238,5040,4425,4430,4430,4425,2359,2359,0.11,5039,0.8,45726.0,4520,1160,58983,65835,4515,2245,1205,1040,9230,9170,9440
600,5350307.04,CT,Toronto,0.15295,7035,3530,3360,7035,6335,6335,6330,6330,3530,3530,0.15,7035,12.1,45980.4,6245,1755,64299,76123,6240,3735,1845,1890,7200,7240,7550
601,5350307.05,CT,Toronto,0.10463,3581,2038,1926,3580,3300,3300,3300,3300,2038,2038,0.1,3581,1.2,34235.2,3265,1005,59308,63527,3265,2135,1030,1105,3150,3090,3200
602,5350307.06,CT,Toronto,0.10419,5424,2374,2266,5425,4600,4600,4600,4600,2374,2374,0.1,5424,-1.3,52053.7,4635,1315,60583,64420,4635,2635,1395,1245,5100,4960,5090
603,5350307.07,CT,Toronto,1.22458,6321,2651,2366,6320,5485,5485,5485,5485,2651,2651,1.22,6321,12.1,5160.8,5485,1300,59451,82394,5480,3115,1390,1725,4150,4090,4250
604,5350308.02,CT,Toronto,1.42465,4310,1688,1588,4310,3680,3680,3680,3680,1688,1688,1.42,4310,-2.9,3025.0,3645,1190,79407,94976,3645,2340,1240,1100,4280,4300,4330
605,5350308.03,CT,Toronto,0.39669,1147,425,385,1145,965,965,965,965,425,425,0.4,1147,-1.3,2891.4,925,340,84859,111835,925,575,360,220,1100,1120,1130
606,5350308.04,CT,Toronto,1.08521,11479,5941,5576,11475,10290,10290,10285,10285,5941,5941,1.09,11479,22.1,10577.8,10285,2960,60507,66161,10290,5845,3095,2750,11020,10940,11240
607,5350309.0,CT,Toronto,0.74182,6383,2354,2308,6380,5290,5290,5290,5285,2354,2354,0.74,6383,0.9,8605.9,5365,1490,38823,47499,5365,3495,1510,1985,6360,6470,6650
608,5350310.01,CT,Toronto,1.42763,3512,1271,1204,3515,2855,2850,2850,2850,1271,1271,1.42,3512,4.3,2470.3,2850,1015,64567,85947,2855,1950,1070,880,3350,3450,3470
609,5350310.02,CT,Toronto,2.23548,5048,2028,1858,5045,4230,4230,4230,4230,2028,2028,2.14,5048,-2.9,2357.4,4230,1230,49504,62040,4230,2775,1275,1500,5710,5870,6030
610,5350311.02,CT,Toronto,0.89054,5823,2308,2141,5825,4955,4955,4955,4960,2308,2308,0.89,5823,-1.8,6536.8,4865,1350,41348,44844,4865,2780,1400,1380,4910,5040,5180
611,5350311.03,CT,Toronto,0.79713,2651,923,863,2650,2270,2270,2270,2270,923,923,0.8,2651,0.1,3326.2,2360,670,49345,51320,2360,1390,695,695,2150,2190,2240
612,5350311.04,CT,Toronto,0.95755,6552,2436,2247,6555,5520,5520,5515,5520,2436,2436,0.96,6552,-4.5,6845.7,5520,1475,41117,46025,5520,3380,1515,1865,6860,6860,7030
613,5350311.05,CT,Toronto,0.34549,6823,2681,2593,6825,5720,5715,5715,5720,2681,2681,0.35,6823,3.8,19748.2,5585,1475,40831,42533,5585,3565,1530,2040,7120,7350,7730
614,5350311.06,CT,Toronto,10.24442,5744,2703,2326,5745,5065,5060,5065,5065,2703,2703,10.23,5744,0.9,561.4,5195,1435,50489,52525,5195,3505,1505,2000,7320,7840,8790
615,5350312.02,CT,Toronto,0.524,3448,1185,1077,3445,2765,2765,2765,2765,1185,1185,0.52,3448,-4.9,6580.2,2625,665,33922,38997,2625,1575,695,885,2020,2070,2120
616,5350312.03,CT,Toronto,1.48726,6420,2219,2164,6420,5190,5190,5195,5195,2219,2219,1.49,6420,-1.5,4316.5,5120,1380,43268,47981,5125,2935,1430,1510,7130,7010,7170
617,5350312.04,CT,Toronto,0.72554,5763,1820,1718,5765,4290,4290,4290,4290,1820,1820,0.73,5763,-2.8,7942.4,4355,995,33880,35683,4355,2200,1035,1175,3110,2820,2910
618,5350312.05,CT,Toronto,0.34586999999999996,3836,1348,1295,3835,2845,2845,2840,2845,1348,1348,0.35,3836,0.9,11089.9,2975,545,36028,38169,2975,1460,590,875,6420,6480,6540
619,5350312.06,CT,Toronto,0.45843999999999996,3444,1086,1058,3445,2795,2795,2795,2795,1086,1086,0.46,3444,-5.0,7513.1,2790,605,40280,44032,2785,1370,610,760,3250,3320,3340
620,5350312.07,CT,Toronto,0.6247,3076,1312,1221,3075,2710,2710,2710,2710,1312,1312,0.62,3076,-4.6,4929.5,2740,605,40810,46714,2740,1280,635,650,3040,3090,3160
621,5350313.0,CT,Toronto,2.89834,5554,1945,1808,5555,4580,4585,4580,4580,1945,1945,2.86,5554,1.1,1938.6,4580,1455,43390,46699,4580,2940,1515,1425,4080,4060,4200
622,5350314.01,CT,Toronto,0.4281,5036,1741,1676,5040,3885,3885,3885,3885,1741,1741,0.43,5036,-0.4,11766.4,3855,930,35988,38033,3855,2235,960,1275,9150,9280,9660
623,5350314.02,CT,Toronto,1.12467,4955,1704,1568,4955,4120,4115,4120,4120,1704,1704,1.07,4955,-6.5,4610.6,4150,1030,45258,49015,4145,2475,1080,1395,3480,3510,3610
624,5350315.01,CT,Toronto,1.51758,3368,1223,1122,3365,2910,2910,2910,2910,1223,1223,1.47,3368,1.1,2285.1,2880,730,48500,57722,2880,1545,760,780,3280,3310,3350
625,5350315.02,CT,Toronto,0.42796000000000006,3543,1170,1076,3545,2870,2870,2875,2870,1170,1170,0.43,3543,-3.4,8283.8,2860,570,36588,38218,2865,1555,605,955,2210,2240,2320
626,5350315.03,CT,Toronto,6.01015,5505,1895,1699,5505,4475,4480,4475,4475,1895,1895,6.01,5505,-0.4,915.9,4520,1190,43063,47765,4515,2645,1210,1435,6980,6950,7110
627,5350316.01,CT,Toronto,1.7746,3910,1301,1224,3910,3210,3205,3210,3205,1301,1301,1.77,3910,-2.8,2203.2,3260,845,44748,47621,3260,1765,870,895,2790,2780,2860
628,5350316.03,CT,Toronto,0.40066,5888,2039,1948,5890,4580,4580,4580,4580,2039,2039,0.4,5888,2.2,14694.3,4635,925,37355,39642,4635,2555,945,1605,8680,8740,9040
629,5350316.04,CT,Toronto,0.46506000000000003,4275,1760,1679,4275,3325,3325,3325,3325,1760,1760,0.47,4275,-3.2,9193.5,3220,530,37555,40573,3215,1635,555,1080,5910,5930,6010
630,5350316.05,CT,Toronto,0.40614,3992,1373,1309,3990,3085,3085,3085,3085,1373,1373,0.41,3992,-3.8,9827.7,3110,675,37788,40136,3110,1765,725,1040,3980,4090,4170
