GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,v_CA16_5809: Bicycle,v_CA16_5808: Bicycle,v_CA16_5807: Bicycle
5350311.06,CT,Toronto,10.24442,5744,2703,2326,10,20,20
5350312.02,CT,Toronto,0.524,3448,1185,1077,0,10,10
5350312.03,CT,Toronto,1.48726,6420,2219,2164,10,0,10
5350312.04,CT,Toronto,0.72554,5763,1820,1718,0,15,15
5350312.05,CT,Toronto,0.34587,3836,1348,1295,0,0,10
5350312.06,CT,Toronto,0.45844,3444,1086,1058,0,0,10
5350312.07,CT,Toronto,0.6247,3076,1312,1221,0,0,0
5350313.00,CT,Toronto,2.89834,5554,1945,1808,0,10,10
5350314.01,CT,Toronto,0.4281,5036,1741,1676,0,10,0
5350314.02,CT,Toronto,1.12467,4955,1704,1568,0,0,10
5350315.01,CT,Toronto,1.51758,3368,1223,1122,0,10,10
5350315.02,CT,Toronto,0.42796,3543,1170,1076,0,0,0
5350315.03,CT,Toronto,6.01015,5505,1895,1699,0,0,0
5350316.01,CT,Toronto,1.7746,3910,1301,1224,10,20,25
5350316.03,CT,Toronto,0.40066,5888,2039,1948,0,20,20
5350316.04,CT,Toronto,0.46506,4275,1760,1679,10,0,10
5350316.05,CT,Toronto,0.40614,3992,1373,1309,0,15,15
5350316.06,CT,Toronto,0.40499,3672,1198,1164,10,0,15
5350317.02,CT,Toronto,0.43231,7347,3408,3336,0,25,25
5350317.03,CT,Toronto,1.19309,3688,1264,1245,0,10,10
5350317.04,CT,Toronto,0.72206,6627,2594,2534,10,10,15
5350317.05,CT,Toronto,0.54133,2229,834,811,0,0,0
5350318.00,CT,Toronto,1.90637,8574,3568,3330,0,15,15
5350319.00,CT,Toronto,1.20157,4191,1616,1527,0,10,10
5350320.01,CT,Toronto,0.73678,5197,2103,2036,0,15,20
5350320.02,CT,Toronto,0.85276,5869,2129,2067,0,10,10
5350321.01,CT,Toronto,1.25768,3830,1340,1258,0,0,0
5350321.02,CT,Toronto,1.2172,4030,1497,1429,0,10,10
5350322.01,CT,Toronto,0.20805,4737,2371,2242,10,10,15
5350322.02,CT,Toronto,1.40695,3500,1262,1185,0,10,10
5350323.01,CT,Toronto,1.04061,4289,1746,1706,0,0,0
5350323.02,CT,Toronto,1.85999,5367,1935,1849,0,10,10
5350324.01,CT,Toronto,1.1954,3498,1214,1143,10,0,0
5350324.02,CT,Toronto,1.89369,6123,2256,2133,0,0,0
5350324.03,CT,Toronto,2.16991,3862,1762,1701,0,0,0
5350324.05,CT,Toronto,0.65612,3388,1405,1382,0,0,10
5350324.06,CT,Toronto,0.65762,3561,1219,1182,0,10,0
5350330.00,CT,Toronto,2.19348,4288,1757,1730,0,0,10
5350331.01,CT,Toronto,1.52013,5629,2287,2261,0,0,0
5350331.03,CT,Toronto,0.51039,6162,1931,1877,0,0,0
5350331.04,CT,Toronto,1.06015,3212,1288,1261,0,0,0
5350332.00,CT,Toronto,1.52621,7350,2914,2785,0,0,0
5350333.00,CT,Toronto,2.39935,4695,1710,1644,0,10,10
5350334.00,CT,Toronto,2.38519,3500,1358,1274,0,10,10
5350335.00,CT,Toronto,2.23151,7740,3026,2984,10,10,15
5350336.00,CT,Toronto,1.63381,6772,2553,2393,0,30,30
5350337.01,CT,Toronto,0.20168,721,357,316,0,10,0
5350337.02,CT,Toronto,0.61933,2155,888,862,10,0,10
5350338.00,CT,Toronto,1.65013,5956,2729,2627,10,20,30
5350339.00,CT,Toronto,1.83851,6687,3110,3000,30,45,70
5350340.00,CT,Toronto,1.27488,6771,2557,2457,0,10,15
5350341.02,CT,Toronto,0.77866,4379,1860,1777,0,10,10
5350341.03,CT,Toronto,0.40538,3436,1465,1334,0,10,0
5350341.04,CT,Toronto,0.67099,6030,2261,2171,10,25,25
5350342.00,CT,Toronto,1.23297,7561,2414,2376,10,15,25
5350343.00,CT,Toronto,1.09816,4218,1620,1517,0,0,0
5350344.01,CT,Toronto,1.06274,5186,1990,1880,0,15,10
5350344.02,CT,Toronto,0.22083,3365,1850,1829,10,0,0
5350345.00,CT,Toronto,0.78754,3938,1328,1258,0,15,15
5350346.01,CT,Toronto,1.51998,4634,1717,1609,0,15,20
5350346.02,CT,Toronto,0.40049,5388,2066,2029,0,10,10
5350347.00,CT,Toronto,1.50409,2833,931,924,0,10,10
5350348.00,CT,Toronto,2.31904,5601,2007,1972,20,25,40
5350349.00,CT,Toronto,0.87617,5720,2335,2309,0,25,25
5350350.00,CT,Toronto,3.36166,5419,2063,1986,0,20,20
5350351.01,CT,Toronto,0.97486,5497,2130,2051,0,10,10
5350351.02,CT,Toronto,0.56565,2756,1116,1088,0,10,10
5350352.00,CT,Toronto,1.12712,5309,1945,1892,0,15,15
5350353.02,CT,Toronto,1.21341,5305,1697,1649,0,0,0
5350353.03,CT,Toronto,0.40919,3107,1100,1075,0,0,0
5350353.04,CT,Toronto,0.62956,4509,1650,1590,0,0,10
5350354.00,CT,Toronto,1.33283,5403,1826,1695,0,25,25
5350355.02,CT,Toronto,1.105,5214,1980,1919,0,0,0
5350355.04,CT,Toronto,0.577,5270,1810,1776,0,0,0
5350355.05,CT,Toronto,0.31432,3033,1056,993,0,0,0
5350355.06,CT,Toronto,0.1923,1643,603,559,0,0,0
5350356.00,CT,Toronto,1.55598,4833,1633,1555,0,0,15
5350357.01,CT,Toronto,1.05106,7123,2490,2404,0,0,0
5350357.02,CT,Toronto,1.10589,4940,1774,1693,0,0,0
5350358.01,CT,Toronto,1.11013,3397,1180,1129,0,10,10
5350358.02,CT,Toronto,0.61791,4732,2021,1955,0,0,0
5350358.03,CT,Toronto,1.09741,5598,2304,2217,0,10,10
5350359.00,CT,Toronto,2.23634,7558,2773,2687,0,0,0
5350360.00,CT,Toronto,4.55616,6107,2040,1998,0,10,10
5350361.01,CT,Toronto,2.95729,5804,1963,1928,0,0,0
5350361.02,CT,Toronto,2.46272,7558,2476,2451,0,0,0
5350362.01,CT,Toronto,2.52879,6300,2153,2083,0,0,0
5350362.02,CT,Toronto,1.94349,5628,1731,1626,0,15,15
5350362.03,CT,Toronto,3.30258,6866,2176,2074,10,0,10
5350362.04,CT,Toronto,1.35308,5019,1796,1756,0,0,0
5350363.02,CT,Toronto,1.19757,3253,1115,1106,0,0,0
5350363.04,CT,Toronto,1.12713,3668,1119,1106,0,0,0
5350363.05,CT,Toronto,0.50329,4538,1776,1694,0,0,0
5350363.06,CT,Toronto,0.82891,7307,3439,3326,0,0,0
5350363.07,CT,Toronto,2.27654,5338,1971,1925,0,0,0
5350364.01,CT,Toronto,2.90673,5996,2034,1973,0,15,10
5350364.02,CT,Toronto,0.74379,3053,1004,957,0,10,0
5350365.00,CT,Toronto,1.5674,6497,2028,1946,0,0,0
5350366.00,CT,Toronto,1.44064,6136,2143,2069,0,10,10
5350367.01,CT,Toronto,0.71324,4710,1398,1375,0,0,0
5350367.02,CT,Toronto,1.03068,3548,1218,1186,0,20,20
5350368.01,CT,Toronto,0.88847,6843,3786,3582,10,0,10
5350368.02,CT,Toronto,1.57328,4315,1464,1399,0,0,0
5350369.00,CT,Toronto,2.4665,8094,2520,2441,10,10,10
5350370.01,CT,Toronto,1.76665,9977,3792,3725,0,0,10
5350370.02,CT,Toronto,2.27382,5580,1849,1803,10,10,20
5350370.03,CT,Toronto,0.85723,4137,1409,1357,0,0,10
5350371.00,CT,Toronto,3.71523,7626,2691,2570,10,15,20
5350372.00,CT,Toronto,1.33184,4346,1504,1440,0,10,0
5350373.00,CT,Toronto,0.96069,4806,1869,1801,0,15,15
5350374.01,CT,Toronto,1.18795,4848,1717,1656,10,10,15
5350374.02,CT,Toronto,0.80225,3215,1084,1053,0,0,10
5350374.03,CT,Toronto,0.80821,4184,1718,1655,10,0,0
5350375.01,CT,Toronto,0.95309,6324,2817,2733,10,10,15
5350375.02,CT,Toronto,0.61463,1959,702,694,0,0,0
5350375.03,CT,Toronto,0.81361,5318,1917,1866,0,10,0
5350375.04,CT,Toronto,0.92428,5300,1667,1633,0,0,0
5350375.05,CT,Toronto,1.13069,7208,2484,2449,0,10,10
5350376.01,CT,Toronto,1.04665,5094,1697,1584,10,0,10
5350376.02,CT,Toronto,0.8583,5176,1656,1614,0,15,15
5350376.04,CT,Toronto,1.19406,5460,1866,1804,0,0,0
5350376.05,CT,Toronto,1.30767,6860,2045,1998,0,10,10
5350376.06,CT,Toronto,2.19192,484,229,219,0,0,0
5350376.08,CT,Toronto,0.87879,6157,2176,2123,0,20,15
5350376.09,CT,Toronto,0.80105,4638,1644,1602,0,10,10
5350376.11,CT,Toronto,0.47044,3416,1067,1014,0,0,10
5350376.12,CT,Toronto,0.91215,5318,1922,1887,0,10,10
5350376.13,CT,Toronto,0.51098,3902,1386,1362,0,10,0
5350376.14,CT,Toronto,0.7362,3763,1091,1053,0,0,0
5350376.15,CT,Toronto,0.92289,3696,1574,1518,0,0,0
5350376.16,CT,Toronto,0.27148,4226,1672,1621,0,0,10
5350377.01,CT,Toronto,2.06027,8996,3752,3574,10,15,25
5350377.02,CT,Toronto,1.90596,4405,1493,1407,10,10,10
5350377.03,CT,Toronto,0.65012,2815,892,868,0,10,10
5350377.04,CT,Toronto,0.88332,5939,1746,1682,10,10,20
5350377.06,CT,Toronto,0.51169,3809,1001,980,0,0,0
5350377.07,CT,Toronto,0.76461,4857,1321,1282,15,10,20
5350378.02,CT,Toronto,1.05954,3257,979,929,0,0,0
5350378.03,CT,Toronto,2.20691,7363,2503,2434,0,10,10
5350378.04,CT,Toronto,1.27906,6148,1826,1753,0,10,10
5350378.05,CT,Toronto,0.72757,3907,1235,1201,0,10,0
5350378.06,CT,Toronto,1.7906,6063,1754,1671,0,10,10
5350378.07,CT,Toronto,2.80032,7099,2311,2226,0,0,0
5350378.08,CT,Toronto,0.88574,6263,1997,1953,10,10,10
5350378.11,CT,Toronto,0.96337,5693,1748,1713,0,0,0
5350378.12,CT,Toronto,0.78391,5181,1904,1828,0,0,10
5350378.14,CT,Toronto,0.92913,3892,1184,1168,0,0,10
5350378.16,CT,Toronto,0.63484,6103,2005,1923,10,0,10
5350378.17,CT,Toronto,0.47397,3336,961,903,0,0,10
5350378.18,CT,Toronto,0.09093,2765,1114,1100,0,0,0
5350378.19,CT,Toronto,4.51592,5162,1438,1411,10,10,10
5350378.20,CT,Toronto,0.10951,2093,775,769,0,0,0
5350378.21,CT,Toronto,0.70181,3948,1056,1043,0,0,0
5350378.22,CT,Toronto,0.53214,3454,891,877,0,0,10
5350378.23,CT,Toronto,1.53025,4095,1334,1302,10,0,10
5350378.24,CT,Toronto,2.52877,6109,2218,2147,10,0,10
5350378.25,CT,Toronto,4.76673,7931,1885,1858,0,10,10
5350378.26,CT,Toronto,1.66052,4761,1165,1144,0,0,10
5350378.27,CT,Toronto,20.2249,5806,1556,1530,0,0,0
5350378.28,CT,Toronto,2.25257,7175,2041,1925,0,0,0
5350802.01,CT,Toronto,2.216,3829,1290,1267,0,0,0
5350802.02,CT,Toronto,2.44031,5675,1844,1826,0,0,0
